variant,date,start_ticker,intraday_change_time,intraday_ticker_change,buy_time,buy_ticker,end_of_day_ticker,equity,pnl,return_pct,drawdown_pct
runtime_switch_loop_v2_controlplane.py,2026-03-16,SOXL,10:38,SOXL->CASH (SOXL),15:55,SOXL,SOXL,11696.377646511106,823.7555891080083,7.576420708444642,0.0
runtime_switch_loop_v2_controlplane.py,2026-03-17,SOXL,no change,no change,no change,no change,SOXL,11931.568260144171,235.19061363306537,2.010798733941521,0.0
runtime_switch_loop_v2_controlplane.py,2026-03-18,SOXL,no change,no change,no change,no change,SOXL,11859.704461534067,-71.86379861010391,-0.602299689724406,0.6022996897244048
runtime_switch_loop_v2_controlplane.py,2026-03-19,SOXL,no change,no change,no change,no change,SOXL,11975.12207748363,115.41761594956188,0.9731913330885078,0.0
runtime_switch_loop_v2_controlplane.py,2026-03-20,SOXL,no change,no change,no change,no change,SOXL,11050.692304453658,-924.4297730299713,-7.719585379159866,7.719585379159866
runtime_switch_loop_v2_controlplane.py,2026-03-23,SOXL,07:13,SOXL->CASH (SOXL),15:55,SOXS,SOXS,11820.754867556669,770.0625631030107,6.968455386208339,1.2890658560985486
runtime_switch_loop_v2_controlplane.py,2026-03-24,SOXS,no change,no change,no change,no change,SOXS,11477.555833798648,-343.19903375802096,-2.9033597059014205,4.154999343351469
runtime_switch_loop_v2_controlplane.py,2026-03-25,SOXS,no change,no change,no change,no change,SOXS,11017.16879942053,-460.3870343781182,-4.011194029850751,7.999528287601369
runtime_switch_loop_v2_controlplane.py,2026-03-26,SOXS,11:05,SOXS->CASH (SOXS),15:55,SOXL,SOXL,11974.091841087904,956.9230416673745,8.685743670530899,0.008603138983129125
runtime_switch_loop_v2_controlplane.py,2026-03-27,SOXL,no change,no change,no change,no change,SOXL,11387.485994616973,-586.6058464709313,-4.898958971218603,4.907140645952717
runtime_switch_loop_v2_controlplane.py,2026-03-30,SOXL,no change,no change,no change,no change,SOXL,9971.077294492366,-1416.4087001246062,-12.438291478858133,16.73506766798973
runtime_switch_loop_v2_controlplane.py,2026-03-31,SOXL,10:07,SOXL->CASH (SOXL),15:55,SOXL,SOXL,10716.856163151615,745.7788686592485,7.479421196255176,10.507332670101828
runtime_switch_loop_v2_controlplane.py,2026-04-01,SOXL,09:43,SOXL->CASH (SOXL),15:55,SOXL,SOXL,11427.924708979435,711.0685458278203,6.635047956253515,4.5694512754326615
runtime_switch_loop_v2_controlplane.py,2026-04-02,SOXL,no change,no change,no change,no change,SOXL,11550.511392956612,122.58668397717702,1.0726941863806294,3.545773327233101
runtime_switch_loop_v2_controlplane.py,2026-04-06,SOXL,no change,no change,no change,no change,SOXL,11975.1866910204,424.67529806378843,3.676679617170464,0.0
runtime_switch_loop_v2_controlplane.py,2026-04-07,SOXL,19:33,SOXL->CASH (SOXL),15:55,SOXL,SOXL,13849.218701958498,1874.0320109380973,15.649292652308633,0.0
runtime_switch_loop_v2_controlplane.py,2026-04-08,SOXL,04:03,SOXL->CASH (SOXL),15:55,SOXS,SOXS,15716.57327460067,1867.3545726421726,13.483465116902948,0.0
runtime_switch_loop_v2_controlplane.py,2026-04-09,SOXS,no change,no change,15:55,SOXL,SOXL,14645.555419043118,-1071.017855557553,-6.814576160112518,6.814576160112521
runtime_switch_loop_v2_controlplane.py,2026-04-10,SOXL,no change,no change,no change,no change,SOXL,15563.893339653261,918.3379206101436,6.270420576989921,0.9714581689009356
runtime_m0106_loop.py,2026-03-11,CASH,no change,no change,15:55; 15:55,SOXS; TMF,TMF,9999.000099990002,-0.999900009997873,-0.00999900009998056,0.00999900009997873
runtime_m0106_loop.py,2026-03-12,TMF,10:02,TMF->CASH (SOXS),15:55,SOXL,SOXL,10498.240825038814,499.24072504881224,4.992906491213178,0.0
runtime_m0106_loop.py,2026-03-13,SOXL,no change,no change,no change,no change,SOXL,10571.59647065198,73.35564561316642,0.698742263924923,0.0
runtime_m0106_loop.py,2026-03-16,SOXL,10:38,SOXL->CASH (SOXL),15:55,SOXL,SOXL,11372.545094867663,800.9486242156818,7.576420708444664,0.0
runtime_m0106_loop.py,2026-03-17,SOXL,no change,no change,15:55,TMF,TMF,11599.35647733511,226.8113824674474,1.9943766375549954,0.0
runtime_m0106_loop.py,2026-03-18,TMF,no change,no change,no change,no change,TMF,11419.772916669552,-179.58356066555825,-1.5482200328652773,1.5482200328652769
runtime_m0106_loop.py,2026-03-19,TMF,no change,no change,no change,no change,TMF,11617.477835011327,197.70491834177483,1.7312508732391985,0.0
runtime_m0106_loop.py,2026-03-20,TMF,no change,no change,15:55,SOXL,SOXL,10894.559524511358,-722.9183104999684,-6.222678629274647,6.222678629274643
runtime_m0106_loop.py,2026-03-23,SOXL,07:13,SOXL->CASH (SOXL),15:55,SOXS,SOXS,11653.742044500843,759.1825199894847,6.968455386208339,0.0
runtime_m0106_loop.py,2026-03-24,SOXS,no change,no change,no change,no change,SOXS,11315.391993751111,-338.35005074973196,-2.9033597059014427,2.9033597059014387
runtime_m0106_loop.py,2026-03-25,SOXS,no change,no change,15:55,TMF,TMF,10860.749435989928,-454.6425577611826,-4.017912574414195,6.804617825611742
runtime_m0106_loop.py,2026-03-26,TMF,11:05,TMF->CASH (SOXS),15:55,SOXL,SOXL,11387.860740267071,527.1113042771431,4.853360326410083,2.2815101211137185
runtime_m0106_loop.py,2026-03-27,SOXL,no change,no change,no change,no change,SOXL,10829.974114901876,-557.8866253651959,-4.898958971218614,7.068698847574768
runtime_m0106_loop.py,2026-03-30,SOXL,no change,no change,no change,no change,SOXL,9482.910367405495,-1347.0637474963805,-12.43829147885812,18.627764960008857
runtime_m0106_loop.py,2026-03-31,SOXL,10:07,SOXL->CASH (SOXL),15:55,SOXL,SOXL,10192.1771754471,709.2668080416042,7.479421196255154,12.541592764561194
runtime_m0106_loop.py,2026-04-01,SOXL,09:43,SOXL->CASH (SOXL),15:55,SOXL,SOXL,10868.433018824338,676.2558433772392,6.635047956253515,6.738685502714344
runtime_m0106_loop.py,2026-04-02,SOXL,no change,no change,15:55,TMF,TMF,10983.249656900101,114.81663807576297,1.0564231097242693,5.7534514239323915
runtime_m0106_loop.py,2026-04-06,TMF,no change,no change,no change,no change,TMF,11037.801214000936,54.55155710083454,0.4966795693892134,5.285348072300575
runtime_m0106_loop.py,2026-04-07,TMF,19:33,TMF->CASH (SOXL),15:55,SOXL,SOXL,11356.455764508473,318.65455050753735,2.8869386604221337,2.550994168715557
runtime_m0106_loop.py,2026-04-08,SOXL,04:03,SOXL->CASH (SOXL),15:55,SOXS,SOXS,11743.50592554891,387.05016104043716,3.408195030795236,0.0
runtime_m0106_loop.py,2026-04-09,SOXS,no change,no change,no change,no change,SOXS,11189.487498201237,-554.0184273476734,-4.717657834551458,4.717657834551463
runtime_m0106_loop.py,2026-04-10,SOXS,no change,no change,no change,no change,SOXS,10710.969125331812,-478.51837286942464,-4.276499463861494,8.792406686411542
MRV2-00002,2026-03-11,CASH,no change,no change,15:55; 15:55,SOXS; TMF,TMF,9999.000099990002,-0.999900009997873,-0.00999900009998056,0.00999900009997873
MRV2-00002,2026-03-12,TMF,10:02,TMF->CASH (SOXS),15:55,SOXL,SOXL,10498.240825038814,499.24072504881224,4.992906491213178,0.0
MRV2-00002,2026-03-13,SOXL,no change,no change,no change,no change,SOXL,10571.59647065198,73.35564561316642,0.698742263924923,0.0
MRV2-00002,2026-03-16,SOXL,10:38,SOXL->CASH (SOXL),15:55,SOXL,SOXL,11372.545094867663,800.9486242156818,7.576420708444664,0.0
MRV2-00002,2026-03-17,SOXL,no change,no change,no change,no change,SOXL,11601.224087652192,228.67899278452933,2.0107987339415434,0.0
MRV2-00002,2026-03-18,SOXL,no change,no change,no change,no change,SOXL,11531.34995096803,-69.8741366841623,-0.602299689724406,0.6022996897244068
MRV2-00002,2026-03-19,SOXL,no change,no change,no change,no change,SOXL,11643.572049278957,112.22209831092732,0.9731913330885078,0.0
MRV2-00002,2026-03-20,SOXL,no change,no change,no change,no change,SOXL,10744.736563750876,-898.8354855280813,-7.719585379159854,7.7195853791598505
MRV2-00002,2026-03-23,SOXL,07:13,SOXL->CASH (SOXL),15:55,SOXS,SOXS,11493.478737561469,748.7421738105932,6.9684553862083165,1.2890658560985406
MRV2-00002,2026-03-24,SOXS,no change,no change,no change,no change,SOXS,11159.78170708876,-333.69703047270923,-2.9033597059014427,4.1549993433514825
MRV2-00002,2026-03-25,SOXS,no change,no change,15:55,TMF,TMF,10711.391434602465,-448.39027248629463,-4.017912574414195,8.005967676682333
MRV2-00002,2026-03-26,TMF,11:05,TMF->CASH (SOXS),15:55,SOXL,SOXL,11231.25385689595,519.862422293485,4.853360326410083,3.541165809237556
MRV2-00002,2026-03-27,SOXL,no change,no change,no change,no change,SOXL,10681.039338493209,-550.2145184027413,-4.898958971218614,8.266644520358806
MRV2-00002,2026-03-30,SOXL,no change,no change,no change,no change,SOXL,9352.500532599925,-1328.538805893284,-12.43829147885812,19.67670665825364
MRV2-00002,2026-03-31,SOXL,10:07,SOXL->CASH (SOXL),15:55,SOXL,SOXL,10052.01343981508,699.5129072151558,7.479421196255154,13.668989230520852
MRV2-00002,2026-04-01,SOXL,09:43,SOXL->CASH (SOXL),15:55,SOXL,SOXL,10718.969352115857,666.9559123007766,6.6350479562534925,7.9408852648475445
MRV2-00002,2026-04-02,SOXL,no change,no change,15:55,TMF,TMF,10832.207021475873,113.2376693600163,1.0564231097242915,6.968351502177791
MRV2-00002,2026-04-06,TMF,no change,no change,no change,no change,TMF,10886.008380665486,53.80135918961241,0.4966795693891912,6.506282311023139
MRV2-00002,2026-04-07,TMF,19:33,TMF->CASH (SOXL),15:55,SOXL,SOXL,11198.512605109132,312.5042244436463,2.870696158921593,3.822361748492687
MRV2-00002,2026-04-08,SOXL,04:03,SOXL->CASH (SOXL),15:55,SOXS,SOXS,12708.460145831003,1509.9475407218706,13.483465116902948,0.0
MRV2-00002,2026-04-09,SOXS,no change,no change,no change,no change,SOXS,11844.801173778222,-863.6589720527809,-6.795937211449676,6.795937211449676
MRV2-00002,2026-04-10,SOXS,no change,no change,no change,no change,SOXS,11098.48717075435,-746.3140030238719,-6.300772736278992,12.668513388735008
MRV2-00003,2026-03-11,CASH,no change,no change,15:55; 15:55,SOXS; TMF,TMF,9999.000099990002,-0.999900009997873,-0.00999900009998056,0.00999900009997873
MRV2-00003,2026-03-12,TMF,10:02,TMF->CASH (SOXS),15:55,SOXL,SOXL,10498.240825038814,499.24072504881224,4.992906491213178,0.0
MRV2-00003,2026-03-13,SOXL,no change,no change,no change,no change,SOXL,10571.59647065198,73.35564561316642,0.698742263924923,0.0
MRV2-00003,2026-03-16,SOXL,10:38,SOXL->CASH (SOXL),15:55,SOXL,SOXL,11372.545094867663,800.9486242156818,7.576420708444664,0.0
MRV2-00003,2026-03-17,SOXL,no change,no change,15:55,TMF,TMF,11599.35647733511,226.8113824674474,1.9943766375549954,0.0
MRV2-00003,2026-03-18,TMF,no change,no change,no change,no change,TMF,11419.772916669552,-179.58356066555825,-1.5482200328652773,1.5482200328652769
MRV2-00003,2026-03-19,TMF,no change,no change,no change,no change,TMF,11617.477835011327,197.70491834177483,1.7312508732391985,0.0
MRV2-00003,2026-03-20,TMF,no change,no change,15:55,SOXL,SOXL,10894.559524511358,-722.9183104999684,-6.222678629274647,6.222678629274643
MRV2-00003,2026-03-23,SOXL,07:13,SOXL->CASH (SOXL),15:55,SOXS,SOXS,11653.742044500843,759.1825199894847,6.968455386208339,0.0
MRV2-00003,2026-03-24,SOXS,no change,no change,no change,no change,SOXS,11315.391993751111,-338.35005074973196,-2.9033597059014427,2.9033597059014387
MRV2-00003,2026-03-25,SOXS,no change,no change,15:55,TMF,TMF,10860.749435989928,-454.6425577611826,-4.017912574414195,6.804617825611742
MRV2-00003,2026-03-26,TMF,11:05,TMF->CASH (SOXS),15:55,SOXL,SOXL,11387.860740267071,527.1113042771431,4.853360326410083,2.2815101211137185
MRV2-00003,2026-03-27,SOXL,no change,no change,no change,no change,SOXL,10829.974114901876,-557.8866253651959,-4.898958971218614,7.068698847574768
MRV2-00003,2026-03-30,SOXL,no change,no change,no change,no change,SOXL,9482.910367405495,-1347.0637474963805,-12.43829147885812,18.627764960008857
MRV2-00003,2026-03-31,SOXL,10:07,SOXL->CASH (SOXL),15:55,SOXL,SOXL,10192.1771754471,709.2668080416042,7.479421196255154,12.541592764561194
MRV2-00003,2026-04-01,SOXL,09:43,SOXL->CASH (SOXL),15:55,SOXL,SOXL,10868.433018824338,676.2558433772392,6.635047956253515,6.738685502714344
MRV2-00003,2026-04-02,SOXL,no change,no change,15:55,TMF,TMF,10983.249656900101,114.81663807576297,1.0564231097242693,5.7534514239323915
MRV2-00003,2026-04-06,TMF,no change,no change,no change,no change,TMF,11037.801214000936,54.55155710083454,0.4966795693892134,5.285348072300575
MRV2-00003,2026-04-07,TMF,19:33,TMF->CASH (SOXL),15:55,SOXL,SOXL,11354.662949480662,316.8617354797261,2.870696158921593,2.566378197476149
MRV2-00003,2026-04-08,SOXL,04:03,SOXL->CASH (SOXL),15:55,SOXS,SOXS,12885.664967415789,1531.0020179351268,13.483465116902927,0.0
MRV2-00003,2026-04-09,SOXS,no change,no change,no change,no change,SOXS,12009.963266952445,-875.7017004633435,-6.795937211449665,6.79593721144967
MRV2-00003,2026-04-10,SOXS,no change,no change,no change,no change,SOXS,11253.242775791185,-756.7204911612607,-6.300772736278981,12.668513388734995
MRV2-00004,2026-03-11,CASH,no change,no change,15:55; 15:55,SOXS; TMF,TMF,9999.000099990002,-0.999900009997873,-0.00999900009998056,0.00999900009997873
MRV2-00004,2026-03-12,TMF,10:02,TMF->CASH (SOXS),15:55,SOXL,SOXL,10498.240825038814,499.24072504881224,4.992906491213178,0.0
MRV2-00004,2026-03-13,SOXL,no change,no change,no change,no change,SOXL,10571.59647065198,73.35564561316642,0.698742263924923,0.0
MRV2-00004,2026-03-16,SOXL,10:38,SOXL->CASH (SOXL),15:55,SOXL,SOXL,11372.545094867663,800.9486242156818,7.576420708444664,0.0
MRV2-00004,2026-03-17,SOXL,no change,no change,no change,no change,SOXL,11601.224087652192,228.67899278452933,2.0107987339415434,0.0
MRV2-00004,2026-03-18,SOXL,no change,no change,no change,no change,SOXL,11531.34995096803,-69.8741366841623,-0.602299689724406,0.6022996897244068
MRV2-00004,2026-03-19,SOXL,no change,no change,no change,no change,SOXL,11643.572049278957,112.22209831092732,0.9731913330885078,0.0
MRV2-00004,2026-03-20,SOXL,no change,no change,no change,no change,SOXL,10744.736563750876,-898.8354855280813,-7.719585379159854,7.7195853791598505
MRV2-00004,2026-03-23,SOXL,07:13,SOXL->CASH (SOXL),15:55,SOXS,SOXS,11493.478737561469,748.7421738105932,6.9684553862083165,1.2890658560985406
MRV2-00004,2026-03-24,SOXS,no change,no change,no change,no change,SOXS,11159.78170708876,-333.69703047270923,-2.9033597059014427,4.1549993433514825
MRV2-00004,2026-03-25,SOXS,no change,no change,15:55,TMF,TMF,10711.391434602465,-448.39027248629463,-4.017912574414195,8.005967676682333
MRV2-00004,2026-03-26,TMF,11:05,TMF->CASH (SOXS),15:55,SOXL,SOXL,11231.25385689595,519.862422293485,4.853360326410083,3.541165809237556
MRV2-00004,2026-03-27,SOXL,no change,no change,no change,no change,SOXL,10681.039338493209,-550.2145184027413,-4.898958971218614,8.266644520358806
MRV2-00004,2026-03-30,SOXL,no change,no change,no change,no change,SOXL,9352.500532599925,-1328.538805893284,-12.43829147885812,19.67670665825364
MRV2-00004,2026-03-31,SOXL,10:07,SOXL->CASH (SOXL),15:55,SOXL,SOXL,10052.01343981508,699.5129072151558,7.479421196255154,13.668989230520852
MRV2-00004,2026-04-01,SOXL,09:43,SOXL->CASH (SOXL),15:55,SOXL,SOXL,10718.969352115857,666.9559123007766,6.6350479562534925,7.9408852648475445
MRV2-00004,2026-04-02,SOXL,no change,no change,no change,no change,SOXL,10833.951113195924,114.98176108006737,1.0726941863806294,6.9533724930500975
MRV2-00004,2026-04-06,SOXL,no change,no change,no change,no change,SOXL,11232.280785509012,398.32967231308794,3.676679617170464,3.5323461050375378
MRV2-00004,2026-04-07,SOXL,19:33,SOXL->CASH (SOXL),15:55,SOXL,SOXL,12990.05327716235,1757.772491653337,15.649292652308633,0.0
MRV2-00004,2026-04-08,SOXL,04:03,SOXL->CASH (SOXL),15:55,SOXS,SOXS,14741.562579455644,1751.5093022932942,13.483465116902948,0.0
MRV2-00004,2026-04-09,SOXS,no change,no change,no change,no change,SOXS,13739.735242569277,-1001.8273368863665,-6.795937211449676,6.795937211449674
MRV2-00004,2026-04-10,SOXS,no change,no change,no change,no change,SOXS,12874.025750368557,-865.70949220072,-6.300772736278981,12.668513388734997
MRV2-00007,2026-03-11,CASH,no change,no change,15:55; 15:55,SOXS; TMF,TMF,9999.000099990002,-0.999900009997873,-0.00999900009998056,0.00999900009997873
MRV2-00007,2026-03-12,TMF,10:02,TMF->CASH (SOXS),15:55,SOXL,SOXL,10498.240825038814,499.24072504881224,4.992906491213178,0.0
MRV2-00007,2026-03-13,SOXL,no change,no change,no change,no change,SOXL,10571.59647065198,73.35564561316642,0.698742263924923,0.0
MRV2-00007,2026-03-16,SOXL,10:38,SOXL->CASH (SOXL),15:55,SOXL,SOXL,11372.545094867663,800.9486242156818,7.576420708444664,0.0
MRV2-00007,2026-03-17,SOXL,no change,no change,15:55,TMF,TMF,11599.35647733511,226.8113824674474,1.9943766375549954,0.0
MRV2-00007,2026-03-18,TMF,no change,no change,no change,no change,TMF,11419.772916669552,-179.58356066555825,-1.5482200328652773,1.5482200328652769
MRV2-00007,2026-03-19,TMF,no change,no change,no change,no change,TMF,11617.477835011327,197.70491834177483,1.7312508732391985,0.0
MRV2-00007,2026-03-20,TMF,no change,no change,15:55,SOXL,SOXL,10894.559524511358,-722.9183104999684,-6.222678629274647,6.222678629274643
MRV2-00007,2026-03-23,SOXL,07:13,SOXL->CASH (SOXL),15:55,SOXS,SOXS,11653.742044500843,759.1825199894847,6.968455386208339,0.0
MRV2-00007,2026-03-24,SOXS,no change,no change,no change,no change,SOXS,11315.391993751111,-338.35005074973196,-2.9033597059014427,2.9033597059014387
MRV2-00007,2026-03-25,SOXS,no change,no change,15:55,TMF,TMF,10860.749435989928,-454.6425577611826,-4.017912574414195,6.804617825611742
MRV2-00007,2026-03-26,TMF,11:05,TMF->CASH (SOXS),15:55,SOXL,SOXL,11387.860740267071,527.1113042771431,4.853360326410083,2.2815101211137185
MRV2-00007,2026-03-27,SOXL,no change,no change,no change,no change,SOXL,10829.974114901876,-557.8866253651959,-4.898958971218614,7.068698847574768
MRV2-00007,2026-03-30,SOXL,no change,no change,no change,no change,SOXL,9482.910367405495,-1347.0637474963805,-12.43829147885812,18.627764960008857
MRV2-00007,2026-03-31,SOXL,10:07,SOXL->CASH (SOXL),15:55,SOXL,SOXL,10192.1771754471,709.2668080416042,7.479421196255154,12.541592764561194
MRV2-00007,2026-04-01,SOXL,09:43,SOXL->CASH (SOXL),15:55,SOXL,SOXL,10868.433018824338,676.2558433772392,6.635047956253515,6.738685502714344
MRV2-00007,2026-04-02,SOXL,no change,no change,15:55,TMF,TMF,10983.249656900101,114.81663807576297,1.0564231097242693,5.7534514239323915
MRV2-00007,2026-04-06,TMF,no change,no change,no change,no change,TMF,11037.801214000936,54.55155710083454,0.4966795693892134,5.285348072300575
MRV2-00007,2026-04-07,TMF,19:33,TMF->CASH (SOXL),15:55,SOXL,SOXL,11356.455764508473,318.65455050753735,2.8869386604221337,2.550994168715557
MRV2-00007,2026-04-08,SOXL,04:03,SOXL->CASH (SOXL),15:55,SOXS,SOXS,11742.683875541477,386.2281110330041,3.400956416702261,0.0
MRV2-00007,2026-04-09,SOXS,no change,no change,no change,no change,SOXS,10944.658452420654,-798.0254231208237,-6.795937211449676,6.7959372114496714
MRV2-00007,2026-04-10,SOXS,no change,no change,15:55,TMF,TMF,10254.342614122164,-690.3158382984893,-6.307331026358442,12.674625981538508
MRV2-00012,2026-03-11,CASH,no change,no change,15:55; 15:55,SOXS; TMF,TMF,9999.000099990002,-0.999900009997873,-0.00999900009998056,0.00999900009997873
MRV2-00012,2026-03-12,TMF,10:02,TMF->CASH (SOXS),15:55,SOXL,SOXL,10498.240825038814,499.24072504881224,4.992906491213178,0.0
MRV2-00012,2026-03-13,SOXL,no change,no change,no change,no change,SOXL,10571.59647065198,73.35564561316642,0.698742263924923,0.0
MRV2-00012,2026-03-16,SOXL,10:38,SOXL->CASH (SOXL),15:55,SOXL,SOXL,11372.545094867663,800.9486242156818,7.576420708444664,0.0
MRV2-00012,2026-03-17,SOXL,no change,no change,15:55,TMF,TMF,11599.35647733511,226.8113824674474,1.9943766375549954,0.0
MRV2-00012,2026-03-18,TMF,no change,no change,no change,no change,TMF,11419.772916669552,-179.58356066555825,-1.5482200328652773,1.5482200328652769
MRV2-00012,2026-03-19,TMF,no change,no change,no change,no change,TMF,11617.477835011327,197.70491834177483,1.7312508732391985,0.0
MRV2-00012,2026-03-20,TMF,no change,no change,15:55,SOXL,SOXL,10894.559524511358,-722.9183104999684,-6.222678629274647,6.222678629274643
MRV2-00012,2026-03-23,SOXL,07:13,SOXL->CASH (SOXL),15:55,SOXS,SOXS,11653.742044500843,759.1825199894847,6.968455386208339,0.0
MRV2-00012,2026-03-24,SOXS,no change,no change,no change,no change,SOXS,11315.391993751111,-338.35005074973196,-2.9033597059014427,2.9033597059014387
MRV2-00012,2026-03-25,SOXS,no change,no change,15:55,TMF,TMF,10860.749435989928,-454.6425577611826,-4.017912574414195,6.804617825611742
MRV2-00012,2026-03-26,TMF,11:05,TMF->CASH (SOXS),15:55,SOXL,SOXL,11387.860740267071,527.1113042771431,4.853360326410083,2.2815101211137185
MRV2-00012,2026-03-27,SOXL,no change,no change,no change,no change,SOXL,10829.974114901876,-557.8866253651959,-4.898958971218614,7.068698847574768
MRV2-00012,2026-03-30,SOXL,no change,no change,no change,no change,SOXL,9482.910367405495,-1347.0637474963805,-12.43829147885812,18.627764960008857
MRV2-00012,2026-03-31,SOXL,10:07,SOXL->CASH (SOXL),15:55,SOXL,SOXL,10192.1771754471,709.2668080416042,7.479421196255154,12.541592764561194
MRV2-00012,2026-04-01,SOXL,09:43,SOXL->CASH (SOXL),15:55,SOXL,SOXL,10868.433018824338,676.2558433772392,6.635047956253515,6.738685502714344
MRV2-00012,2026-04-02,SOXL,no change,no change,15:55,TMF,TMF,10983.249656900101,114.81663807576297,1.0564231097242693,5.7534514239323915
MRV2-00012,2026-04-06,TMF,no change,no change,no change,no change,TMF,11037.801214000936,54.55155710083454,0.4966795693892134,5.285348072300575
MRV2-00012,2026-04-07,TMF,19:33,TMF->CASH (SOXL),15:55,SOXL,SOXL,11356.455764508473,318.65455050753735,2.8869386604221337,2.550994168715557
MRV2-00012,2026-04-08,SOXL,04:03,SOXL->CASH (SOXL),15:55,SOXS,SOXS,11742.683875541477,386.2281110330041,3.400956416702261,0.0
MRV2-00012,2026-04-09,SOXS,no change,no change,no change,no change,SOXS,10944.658452420654,-798.0254231208237,-6.795937211449676,6.7959372114496714
MRV2-00012,2026-04-10,SOXS,no change,no change,15:55,TMF,TMF,10254.342614122164,-690.3158382984893,-6.307331026358442,12.674625981538508
