Date,runtime_switch_loop.py Day End Equity,runtime_switch_loop.py PnL ($),runtime_switch_loop.py Return %,runtime_switch_loop.py Drawdown %,runtime_switch_loop_v2_controlplane.py Day End Equity,runtime_switch_loop_v2_controlplane.py PnL ($),runtime_switch_loop_v2_controlplane.py Return %,runtime_switch_loop_v2_controlplane.py Drawdown %,FEV1-0001 Day End Equity,FEV1-0001 PnL ($),FEV1-0001 Return %,FEV1-0001 Drawdown %,fev1_best Day End Equity,fev1_best PnL ($),fev1_best Return %,fev1_best Drawdown %
2024-05-01,11717.1,-1330.29,-10.2,10.2,11717.1,-1330.29,-10.2,10.2,11717.1,-1330.29,-10.2,10.2,11717.1,-1330.29,-10.2,10.2
2024-05-02,12335.12,618.02,5.27,5.46,12335.12,618.02,5.27,5.46,12335.12,618.02,5.27,5.46,12335.12,618.02,5.27,5.46
2024-05-03,12961.28,626.16,5.08,0.66,12961.28,626.16,5.08,0.66,12961.28,626.16,5.08,0.66,12961.28,626.16,5.08,0.66
2024-05-06,12204.97,-756.31,-5.84,6.46,12204.97,-756.31,-5.84,6.46,12204.97,-756.31,-5.84,6.46,12303.35,-657.93,-5.08,5.7
2024-05-07,12451.44,246.48,2.02,4.57,12451.44,246.48,2.02,4.57,12451.44,246.48,2.02,4.57,12302.12,-1.23,-0.01,5.71
2024-05-08,12460.9,9.46,0.08,4.5,12460.9,9.46,0.08,4.5,12460.9,9.46,0.08,4.5,12311.46,9.34,0.08,5.64
2024-05-09,12277.13,-183.77,-1.47,5.9,12277.13,-183.77,-1.47,5.9,12277.13,-183.77,-1.47,5.9,12129.9,-181.57,-1.47,7.03
2024-05-10,12676.71,399.59,3.25,2.84,12676.71,399.59,3.25,2.84,12676.71,399.59,3.25,2.84,12524.69,394.8,3.25,4.01
2024-05-13,12619.23,-57.48,-0.45,3.28,12619.23,-57.48,-0.45,3.28,12619.23,-57.48,-0.45,3.28,12467.9,-56.79,-0.45,4.44
2024-05-14,11988.37,-630.86,-5.0,8.12,11988.37,-630.86,-5.0,8.12,11988.37,-630.86,-5.0,8.12,11898.46,-569.44,-4.57,8.81
2024-05-15,11036.31,-952.06,-7.94,15.41,11036.31,-952.06,-7.94,15.41,11034.1,-954.27,-7.96,15.43,11897.27,-1.19,-0.01,8.81
2024-05-16,11166.23,129.92,1.18,14.42,11163.99,127.69,1.16,14.44,10902.01,-132.1,-1.2,16.44,11754.84,-142.43,-1.2,9.91
2024-05-17,11391.7,225.47,2.02,12.69,10939.33,-224.67,-2.01,16.16,10682.61,-219.4,-2.01,18.12,11518.28,-236.56,-2.01,11.72
2024-05-20,10680.48,-711.22,-6.24,18.14,11651.4,712.07,6.51,10.7,11377.97,695.36,6.51,12.8,12268.04,749.76,6.51,5.97
2024-05-21,10700.33,19.86,0.19,17.99,11627.2,-24.2,-0.21,10.88,11354.34,-23.63,-0.21,12.98,12242.56,-25.48,-0.21,6.17
2024-05-22,10416.66,-283.67,-2.65,20.16,12226.43,599.23,5.15,6.29,11939.51,585.17,5.15,8.49,12873.5,630.94,5.15,1.33
2024-05-23,10588.53,171.87,1.65,18.85,12907.09,680.66,5.57,1.08,12604.19,664.68,5.57,3.4,13590.18,716.68,5.57,0.0
2024-05-24,9965.45,-623.08,-5.88,23.62,13559.57,652.48,5.06,0.0,13241.36,637.17,5.06,0.0,14277.2,687.01,5.06,0.0
2024-05-28,9517.91,-447.54,-4.49,27.05,14168.29,608.73,4.49,0.0,13835.8,594.44,4.49,0.0,14918.14,640.94,4.49,0.0
2024-05-29,10028.52,510.62,5.36,23.14,13391.42,-776.87,-5.48,5.48,13077.16,-758.64,-5.48,5.48,14100.15,-817.98,-5.48,5.48
2024-05-30,10190.98,162.46,1.62,21.89,13178.68,-212.75,-1.59,6.98,12869.41,-207.75,-1.59,6.98,13876.15,-224.01,-1.59,6.98
2024-05-31,10600.28,409.3,4.02,18.76,12660.32,-518.35,-3.93,10.64,12363.22,-506.19,-3.93,10.64,13330.36,-545.79,-3.93,10.64
2024-06-03,10542.73,-57.55,-0.54,19.2,12734.05,73.73,0.58,10.12,12435.22,72.0,0.58,10.12,13407.99,77.63,0.58,10.12
2024-06-04,10365.46,-177.26,-1.68,20.56,12519.95,-214.11,-1.68,11.63,12226.14,-209.08,-1.68,11.63,13182.55,-225.44,-1.68,11.63
2024-06-05,11709.54,1344.08,12.97,10.25,14143.4,1623.45,12.97,0.18,13811.49,1585.35,12.97,0.18,14891.92,1709.37,12.97,0.18
2024-06-06,11500.11,-209.43,-1.79,11.86,13890.43,-252.97,-1.79,1.96,13564.46,-247.03,-1.79,1.96,14625.57,-266.35,-1.79,1.96
2024-06-07,11324.98,-175.13,-1.52,13.2,13678.9,-211.53,-1.52,3.45,13357.9,-206.56,-1.52,3.45,14402.85,-222.72,-1.52,3.45
2024-06-10,11772.41,447.42,3.95,9.77,14219.33,540.42,3.95,0.0,13885.64,527.74,3.95,0.0,14971.87,569.02,3.95,0.0
2024-06-11,11810.11,37.7,0.32,9.48,14264.86,45.54,0.32,0.0,13930.11,44.47,0.32,0.0,15019.82,47.95,0.32,0.0
2024-06-12,12378.98,568.87,4.82,5.12,14951.98,687.12,4.82,0.0,14601.1,670.99,4.82,0.0,15743.3,723.48,4.82,0.0
2024-06-13,12776.0,397.02,3.21,2.08,15431.52,479.54,3.21,0.0,15069.38,468.28,3.21,0.0,16248.22,504.91,3.21,0.0
2024-06-14,12525.39,-250.61,-1.96,4.0,15128.82,-302.7,-1.96,1.96,14773.78,-295.6,-1.96,1.96,15929.49,-318.72,-1.96,1.96
2024-06-17,13229.78,704.39,5.62,0.0,15979.62,850.8,5.62,0.0,15604.62,830.83,5.62,0.0,16825.32,895.83,5.62,0.0
2024-06-18,13716.07,486.29,3.68,0.0,16566.98,587.36,3.68,0.0,16178.2,573.58,3.68,0.0,17443.77,618.45,3.68,0.0
2024-06-20,12677.21,-1038.86,-7.57,7.57,15312.19,-1254.79,-7.57,7.57,14952.86,-1225.34,-7.57,7.57,16122.58,-1321.19,-7.57,7.57
2024-06-21,12179.35,-497.86,-3.93,11.2,14710.85,-601.34,-3.93,11.2,14365.63,-587.23,-3.93,11.2,15489.41,-633.17,-3.93,11.2
2024-06-24,11167.24,-1012.11,-8.31,18.58,13488.37,-1222.48,-8.31,18.58,13171.83,-1193.79,-8.31,18.58,14202.23,-1287.18,-8.31,18.58
2024-06-25,10706.92,-460.32,-4.12,21.94,12929.79,-558.58,-4.14,21.95,12626.36,-545.48,-4.14,21.95,13490.77,-711.46,-5.01,22.66
2024-06-26,10787.0,80.08,0.75,21.36,12826.69,-103.1,-0.8,22.58,12525.68,-100.68,-0.8,22.58,13383.2,-107.57,-0.8,23.28
2024-06-27,11053.12,266.13,2.47,19.41,13143.13,316.45,2.47,20.67,12834.7,309.02,2.47,20.67,13713.37,330.18,2.47,21.39
2024-06-28,10636.24,-416.88,-3.77,22.45,12644.9,-498.23,-3.79,23.67,12348.16,-486.54,-3.79,23.67,12641.36,-1072.01,-7.82,27.53
2024-07-01,10685.75,49.5,0.47,22.09,12594.62,-50.28,-0.4,23.98,12299.06,-49.1,-0.4,23.98,12591.09,-50.26,-0.4,27.82
2024-07-02,10275.81,-409.93,-3.84,25.08,12109.03,-485.59,-3.86,26.91,11824.87,-474.19,-3.86,26.91,12105.64,-485.45,-3.86,30.6
2024-07-03,9750.68,-525.13,-5.11,28.91,12737.29,628.25,5.19,23.12,12438.38,613.51,5.19,23.12,12733.72,628.08,5.19,27.0
2024-07-05,9654.15,-96.53,-0.99,29.61,12866.26,128.97,1.01,22.34,12564.32,125.95,1.01,22.34,12862.65,128.94,1.01,26.26
2024-07-08,9140.68,-513.47,-5.32,33.36,13548.01,681.75,5.3,18.22,13230.07,665.75,5.3,18.22,13544.21,681.56,5.3,22.36
2024-07-09,9180.76,40.08,0.44,33.07,13488.93,-59.08,-0.44,18.58,13172.39,-57.69,-0.44,18.58,13485.16,-59.06,-0.44,22.69
2024-07-10,8521.28,-659.48,-7.18,37.87,14460.63,971.7,7.2,12.71,14121.28,948.9,7.2,12.71,14456.58,971.43,7.2,17.12
2024-07-11,9345.57,824.29,9.67,31.86,13075.56,-1385.07,-9.58,21.07,12768.71,-1352.57,-9.58,21.07,13071.9,-1384.68,-9.58,25.06
2024-07-12,9026.05,-319.52,-3.42,34.19,13702.68,627.11,4.8,17.29,13381.11,612.4,4.8,17.29,13698.84,626.94,4.8,21.47
2024-07-15,9048.75,22.69,0.25,34.03,13670.03,-32.64,-0.24,17.49,13349.24,-31.88,-0.24,17.49,13666.21,-32.63,-0.24,21.66
2024-07-16,8848.47,-200.28,-2.21,35.49,13967.43,297.4,2.18,15.69,13639.66,290.42,2.18,15.69,13963.52,297.31,2.18,19.95
2024-07-17,10645.59,1797.12,20.31,22.39,11154.54,-2812.89,-20.14,32.67,10892.78,-2746.88,-20.14,32.67,11151.42,-2812.1,-20.14,36.07
2024-07-18,10638.52,-7.07,-0.07,22.44,11147.13,-7.41,-0.07,32.71,10885.54,-7.24,-0.07,32.71,10593.85,-557.57,-5.0,39.27
2024-07-19,11700.82,1062.3,9.99,14.69,12260.22,1113.08,9.99,26.0,11972.5,1086.96,9.99,26.0,10592.79,-1.06,-0.01,39.27
2024-07-22,10264.17,-1436.65,-12.28,25.17,10754.88,-1505.33,-12.28,35.08,10502.5,-1470.01,-12.28,35.08,10063.15,-529.64,-5.0,42.31
2024-07-23,10699.18,435.02,4.24,22.0,11210.7,455.82,4.24,32.33,10947.61,445.12,4.24,32.33,10062.14,-1.01,-0.01,42.32
2024-07-24,12343.6,1644.42,15.37,10.01,12933.73,1723.03,15.37,21.93,12630.21,1682.6,15.37,21.93,11608.65,1546.5,15.37,33.45
2024-07-25,11518.93,-824.67,-6.68,16.02,12069.63,-864.1,-6.68,27.15,11786.39,-843.82,-6.68,27.15,10833.08,-775.57,-6.68,37.9
2024-07-26,12125.49,606.57,5.27,11.6,12705.2,635.56,5.27,23.31,12407.04,620.65,5.27,23.31,11403.53,570.45,5.27,34.63
2024-07-29,12916.46,790.97,6.52,5.83,13533.98,828.78,6.52,18.31,13216.38,809.34,6.52,18.31,12147.4,743.87,6.52,30.36
2024-07-30,11620.8,-1295.66,-10.03,15.28,12176.37,-1357.61,-10.03,26.5,11890.63,-1325.75,-10.03,26.5,10928.88,-1218.52,-10.03,37.35
2024-07-31,12600.48,979.68,8.43,8.13,13202.89,1026.52,8.43,20.31,12893.06,1002.43,8.43,20.31,11850.24,921.35,8.43,32.07
2024-08-01,9771.27,-2829.21,-22.45,28.76,10238.42,-2964.47,-22.45,38.2,9998.16,-2894.9,-22.45,38.2,9189.48,-2660.76,-22.45,47.32
2024-08-02,8274.26,-1497.01,-15.32,39.67,8669.84,-1568.58,-15.32,47.67,8466.39,-1531.77,-15.32,47.67,7781.61,-1407.88,-15.32,55.39
2024-08-05,8592.76,318.5,3.85,37.35,9003.57,333.72,3.85,45.65,8792.28,325.89,3.85,45.65,8081.14,299.53,3.85,53.67
2024-08-06,8669.44,76.68,0.89,36.79,9083.92,80.35,0.89,45.17,8870.74,78.47,0.89,45.17,8153.26,72.12,0.89,53.26
2024-08-07,8921.26,251.82,2.9,34.96,9347.77,263.85,2.9,43.58,9128.41,257.66,2.9,43.58,8390.08,236.82,2.9,51.9
2024-08-08,8724.07,-197.19,-2.21,36.4,9141.16,-206.62,-2.21,44.82,8926.64,-201.77,-2.21,44.82,8204.63,-185.45,-2.21,52.97
2024-08-09,8573.97,-150.1,-1.72,37.49,8983.88,-157.28,-1.72,45.77,8773.05,-153.59,-1.72,45.77,8063.46,-141.17,-1.72,53.77
2024-08-12,8559.39,-14.58,-0.17,37.6,8968.6,-15.27,-0.17,45.86,8758.13,-14.91,-0.17,45.86,7943.92,-119.54,-1.48,54.46
2024-08-13,8025.75,-533.64,-6.23,41.49,8409.45,-559.15,-6.23,49.24,8212.11,-546.03,-6.23,49.24,7747.36,-196.56,-2.47,55.59
2024-08-14,7933.03,-92.72,-1.16,42.16,8312.3,-97.16,-1.16,49.83,8117.23,-94.88,-1.16,49.83,7658.88,-88.48,-1.14,56.09
2024-08-15,7500.48,-432.55,-5.45,45.32,7859.07,-453.23,-5.45,52.56,7674.64,-442.59,-5.45,52.56,7336.39,-322.49,-4.21,57.94
2024-08-16,7453.05,-47.43,-0.63,45.66,7809.37,-49.7,-0.63,52.86,7626.1,-48.53,-0.63,52.86,7308.04,-28.36,-0.39,58.11
2024-08-19,7232.71,-220.34,-2.96,47.27,7578.5,-230.87,-2.96,54.26,7400.65,-225.46,-2.96,54.26,7091.87,-216.17,-2.96,59.34
2024-08-20,7252.29,19.58,0.27,47.13,7599.01,20.51,0.27,54.13,7420.68,20.03,0.27,54.13,7111.18,19.31,0.27,59.23
2024-08-21,7192.01,-60.28,-0.83,47.57,7535.85,-63.16,-0.83,54.51,7359.0,-61.68,-0.83,54.51,7036.41,-74.76,-1.05,59.66
2024-08-22,7491.52,299.51,4.16,45.38,7849.68,313.83,4.16,52.62,7665.46,306.46,4.16,52.62,7153.74,117.33,1.67,58.99
2024-08-23,7285.8,-205.72,-2.75,46.88,7634.12,-215.55,-2.75,53.92,7454.97,-210.5,-2.75,53.92,6958.58,-195.16,-2.73,60.11
2024-08-26,7372.18,86.39,1.19,46.25,7724.64,90.52,1.19,53.37,7543.36,88.39,1.19,53.37,7041.09,82.51,1.19,59.64
2024-08-27,7326.49,-45.69,-0.62,46.58,7676.76,-47.88,-0.62,53.66,7496.61,-46.75,-0.62,53.66,6997.45,-43.64,-0.62,59.89
2024-08-28,7431.9,105.41,1.44,45.82,7787.21,110.45,1.44,53.0,7604.47,107.86,1.44,53.0,7098.12,100.68,1.44,59.31
2024-08-29,7482.57,50.67,0.68,45.45,7840.3,53.09,0.68,52.68,7656.31,51.85,0.68,52.68,7146.52,48.39,0.68,59.03
2024-08-30,7575.54,92.97,1.24,44.77,7937.72,97.41,1.24,52.09,7751.44,95.13,1.24,52.09,7235.31,88.79,1.24,58.52
2024-09-03,6795.25,-780.29,-10.3,50.46,7120.12,-817.59,-10.3,57.02,6953.03,-798.41,-10.3,57.02,6490.07,-745.24,-10.3,62.79
2024-09-04,6674.18,-121.07,-1.78,51.34,6993.27,-126.86,-1.78,57.79,6829.15,-123.88,-1.78,57.79,6374.43,-115.63,-1.78,63.46
2024-09-05,6661.05,-13.13,-0.2,51.44,6979.5,-13.76,-0.2,57.87,6815.71,-13.44,-0.2,57.87,6361.89,-12.54,-0.2,63.53
2024-09-06,6504.54,-156.51,-2.35,52.58,6815.52,-163.99,-2.35,58.86,6655.57,-160.14,-2.35,58.86,6212.41,-149.48,-2.35,64.39
2024-09-09,6644.69,140.15,2.15,51.56,6962.36,146.85,2.15,57.97,6798.98,143.4,2.15,57.97,6346.27,133.85,2.15,63.62
2024-09-10,6738.92,94.23,1.42,50.87,7061.1,98.73,1.42,57.38,6895.39,96.42,1.42,57.38,6436.26,90.0,1.42,63.1
2024-09-11,6744.62,5.7,0.08,50.83,7067.07,5.97,0.08,57.34,6901.23,5.83,0.08,57.34,6441.71,5.44,0.08,63.07
2024-09-12,6746.96,2.34,0.03,50.81,7069.52,2.45,0.03,57.33,6903.62,2.4,0.03,57.33,6443.94,2.24,0.03,63.06
2024-09-13,6823.23,76.27,1.13,50.25,7149.44,79.92,1.13,56.85,6981.66,78.04,1.13,56.85,6516.79,72.84,1.13,62.64
2024-09-16,6847.91,24.68,0.36,50.07,7175.3,25.86,0.36,56.69,7006.92,25.25,0.36,56.69,6540.36,23.57,0.36,62.51
2024-09-17,6821.6,-26.31,-0.38,50.27,7147.73,-27.57,-0.38,56.86,6980.0,-26.92,-0.38,56.86,6515.23,-25.13,-0.38,62.65
2024-09-18,6708.34,-113.26,-1.66,51.09,7029.06,-118.67,-1.66,57.57,6864.11,-115.89,-1.66,57.57,6407.06,-108.17,-1.66,63.27
2024-09-19,6877.68,169.34,2.52,49.86,7206.49,177.43,2.52,56.5,7037.38,173.27,2.52,56.5,6568.79,161.73,2.52,62.34
2024-09-20,6810.41,-67.27,-0.98,50.35,7136.0,-70.49,-0.98,56.93,6968.54,-68.84,-0.98,56.93,6504.54,-64.25,-0.98,62.71
2024-09-23,6798.66,-11.75,-0.17,50.43,7123.69,-12.31,-0.17,57.0,6956.52,-12.02,-0.17,57.0,6493.32,-11.22,-0.17,62.78
2024-09-24,6803.18,4.52,0.07,50.4,7128.44,4.74,0.07,56.97,6961.15,4.63,0.07,56.97,6497.64,4.32,0.07,62.75
2024-09-25,6745.58,-57.61,-0.85,50.82,7068.07,-60.36,-0.85,57.34,6902.2,-58.95,-0.85,57.34,6442.62,-55.02,-0.85,63.07
2024-09-26,6843.03,97.45,1.44,50.11,7170.18,102.11,1.44,56.72,7001.92,99.71,1.44,56.72,6535.7,93.08,1.44,62.53
2024-09-27,6717.64,-125.39,-1.83,51.02,7038.8,-131.39,-1.83,57.51,6873.62,-128.3,-1.83,57.51,6415.94,-119.76,-1.83,63.22
2024-09-30,6631.85,-85.79,-1.28,51.65,6948.91,-89.89,-1.28,58.06,6785.84,-87.78,-1.28,58.06,6334.0,-81.94,-1.28,63.69
2024-10-01,6383.54,-248.3,-3.74,53.46,6688.8,-260.1,-3.74,59.63,6531.84,-254.0,-3.74,59.63,6096.91,-237.09,-3.74,65.05
2024-10-02,6291.45,-92.09,-1.44,54.13,6598.36,-90.44,-1.35,60.17,6443.51,-88.32,-1.35,60.17,6014.47,-82.44,-1.35,65.52
2024-10-03,6255.57,-35.88,-0.57,54.39,6560.06,-38.3,-0.58,60.4,6406.11,-37.41,-0.58,60.4,5979.56,-34.91,-0.58,65.72
2024-10-04,6458.93,203.37,3.25,52.91,6775.23,215.17,3.28,59.1,6616.23,210.12,3.28,59.1,6175.69,196.13,3.28,64.6
2024-10-07,6340.8,-118.14,-1.83,53.77,6648.41,-126.82,-1.87,59.87,6492.39,-123.84,-1.87,59.87,6060.1,-115.59,-1.87,65.26
2024-10-08,6473.06,132.26,2.09,52.81,6799.37,150.96,2.27,58.96,6639.81,147.41,2.27,58.96,6197.7,137.6,2.27,64.47
2024-10-09,6627.76,154.7,2.39,51.68,6961.13,161.76,2.38,57.98,6797.78,157.97,2.38,57.98,6345.15,147.45,2.38,63.63
2024-10-10,6520.53,-107.23,-1.62,52.46,6853.23,-107.91,-1.55,58.63,6692.4,-105.38,-1.55,58.63,6246.78,-98.36,-1.55,64.19
2024-10-11,6627.86,107.34,1.65,51.68,6970.53,117.31,1.71,57.93,6806.95,114.55,1.71,57.93,6353.71,106.93,1.71,63.58
2024-10-14,6831.77,203.9,3.08,50.19,7189.49,218.95,3.14,56.6,7020.77,213.81,3.14,56.6,6553.29,199.58,3.14,62.43
2024-10-15,6336.01,-495.75,-7.26,53.81,6665.31,-524.17,-7.29,59.77,6508.9,-511.87,-7.29,59.77,6075.5,-477.79,-7.29,65.17
2024-10-16,6308.61,-27.4,-0.43,54.01,6636.49,-28.83,-0.43,59.94,6480.75,-28.15,-0.43,59.94,6049.23,-26.28,-0.43,65.32
2024-10-17,6122.79,-185.82,-2.95,55.36,6441.01,-195.48,-2.95,61.12,6289.86,-190.89,-2.95,61.12,5666.2,-383.03,-6.33,67.52
2024-10-18,6171.63,48.84,0.8,55.0,6492.38,51.37,0.8,60.81,6340.03,50.17,0.8,60.81,5665.63,-0.57,-0.01,67.52
2024-10-21,6206.13,34.5,0.56,54.75,6528.68,36.29,0.56,60.59,6375.47,35.44,0.56,60.59,5697.31,31.67,0.56,67.34
2024-10-22,6221.39,15.26,0.25,54.64,6544.73,16.05,0.25,60.5,6391.14,15.68,0.25,60.5,5711.32,14.01,0.25,67.26
2024-10-23,6448.09,226.7,3.64,52.99,6783.21,238.48,3.64,59.06,6624.03,232.88,3.64,59.06,5919.43,208.11,3.64,66.07
2024-10-24,6336.09,-112.0,-1.74,53.81,6665.4,-117.82,-1.74,59.77,6508.98,-115.05,-1.74,59.77,5816.61,-102.81,-1.74,66.66
2024-10-25,6130.57,-205.52,-3.24,55.3,6449.19,-216.21,-3.24,61.07,6297.84,-211.13,-3.24,61.07,5627.94,-188.67,-3.24,67.74
2024-10-28,6141.13,10.57,0.17,55.23,6460.31,11.12,0.17,61.0,6308.7,10.86,0.17,61.0,5637.64,9.7,0.17,67.68
2024-10-29,5711.88,-429.25,-6.99,58.36,6008.74,-451.56,-6.99,63.73,5867.74,-440.96,-6.99,63.73,5243.58,-394.06,-6.99,69.94
2024-10-30,6284.36,572.47,10.02,54.18,6610.97,602.23,10.02,60.1,6455.83,588.09,10.02,60.1,5769.12,525.54,10.02,66.93
2024-10-31,6999.73,715.37,11.38,48.97,7363.52,752.55,11.38,55.55,7190.72,734.89,11.38,55.55,6425.84,656.72,11.38,63.16
2024-11-01,6832.27,-167.45,-2.39,50.19,7187.37,-176.16,-2.39,56.62,7018.7,-172.02,-2.39,56.62,6272.12,-153.72,-2.39,64.04
2024-11-04,6946.65,114.38,1.67,49.35,7307.69,120.33,1.67,55.89,7136.2,117.5,1.67,55.89,6377.12,105.0,1.67,63.44
2024-11-05,7178.74,232.09,3.34,47.66,7551.84,244.15,3.34,54.42,7374.62,238.42,3.34,54.42,6590.18,213.06,3.34,62.22
2024-11-06,6560.22,-618.53,-8.62,52.17,6901.17,-650.67,-8.62,58.34,6739.22,-635.4,-8.62,58.34,6260.67,-329.51,-5.0,64.11
2024-11-07,6144.1,-416.12,-6.34,55.21,6463.43,-437.74,-6.34,60.99,6311.75,-427.47,-6.34,60.99,6260.05,-0.63,-0.01,64.11
2024-11-08,6309.47,165.37,2.69,54.0,6637.39,173.96,2.69,59.94,6481.63,169.88,2.69,59.94,6428.53,168.49,2.69,63.15
2024-11-11,6791.81,482.34,7.64,50.48,7144.8,507.41,7.64,56.87,6977.13,495.5,7.64,56.87,6919.98,491.44,7.64,60.33
2024-11-12,6586.62,-205.19,-3.02,51.98,6928.94,-215.85,-3.02,58.18,6766.34,-210.79,-3.02,58.18,6710.91,-209.06,-3.02,61.53
2024-11-13,6147.45,-439.16,-6.67,55.18,6466.95,-461.99,-6.67,60.96,6315.19,-451.15,-6.67,60.96,6263.46,-447.45,-6.67,64.09
2024-11-14,6152.52,5.07,0.08,55.14,6472.28,5.33,0.08,60.93,6320.4,5.2,0.08,60.93,6268.62,5.16,0.08,64.06
2024-11-15,5556.15,-596.37,-9.69,59.49,5844.92,-627.36,-9.69,64.72,5707.76,-612.64,-9.69,64.72,5661.0,-607.62,-9.69,67.55
2024-11-18,5754.1,197.95,3.56,58.05,6053.16,208.24,3.56,63.46,5911.11,203.35,3.56,63.46,5862.69,201.69,3.56,66.39
2024-11-19,5782.56,28.45,0.49,57.84,6083.09,29.93,0.49,63.28,5940.34,29.23,0.49,63.28,5891.68,28.99,0.49,66.22
2024-11-20,5651.0,-131.55,-2.28,58.8,5944.7,-138.39,-2.28,64.12,5805.19,-135.14,-2.28,64.12,5757.64,-134.04,-2.28,66.99
2024-11-21,5916.06,265.06,4.69,56.87,6223.53,278.83,4.69,62.43,6077.48,272.29,4.69,62.43,6027.7,270.06,4.69,65.44
2024-11-22,5936.9,20.84,0.35,56.72,6245.45,21.92,0.35,62.3,6098.89,21.41,0.35,62.3,6048.93,21.23,0.35,65.32
2024-11-25,6098.88,161.99,2.73,55.53,6415.86,170.41,2.73,61.27,6265.3,166.41,2.73,61.27,6213.98,165.05,2.73,64.38
2024-11-26,5851.23,-247.65,-4.06,57.34,6155.34,-260.52,-4.06,62.85,6010.89,-254.41,-4.06,62.85,5961.65,-252.33,-4.06,65.82
2024-11-27,5623.63,-227.6,-3.89,59.0,5915.91,-239.43,-3.89,64.29,5777.08,-233.81,-3.89,64.29,5729.76,-231.89,-3.89,67.15
2024-11-29,5928.53,304.89,5.42,56.78,6236.65,320.74,5.42,62.35,6090.29,313.21,5.42,62.35,6040.41,310.65,5.42,65.37
2024-12-02,6382.61,454.09,7.66,53.47,6714.34,477.69,7.66,59.47,6556.77,466.48,7.66,59.47,6503.06,462.66,7.66,62.72
2024-12-03,6266.63,-115.99,-1.82,54.31,6592.32,-122.01,-1.82,60.21,6437.62,-119.15,-1.82,60.21,6384.89,-118.17,-1.82,63.4
2024-12-04,6527.53,260.9,4.16,52.41,6866.78,274.46,4.16,58.55,6705.64,268.02,4.16,58.55,6650.71,265.83,4.16,61.87
2024-12-05,6130.3,-397.23,-6.09,55.31,6448.91,-417.88,-6.09,61.07,6297.57,-408.07,-6.09,61.07,6245.98,-404.73,-6.09,64.19
2024-12-06,6262.18,131.88,2.15,54.34,6587.64,138.74,2.15,60.24,6433.05,135.48,2.15,60.24,6380.35,134.37,2.15,63.42
2024-12-09,6163.24,-98.94,-1.58,55.07,6483.56,-104.08,-1.58,60.86,6331.41,-101.64,-1.58,60.86,6279.55,-100.8,-1.58,64.0
