Date,runtime_switch_loop.py Day End Equity,runtime_switch_loop.py PnL ($),runtime_switch_loop.py Return %,runtime_switch_loop.py Drawdown %,runtime_switch_loop_v2_controlplane.py Day End Equity,runtime_switch_loop_v2_controlplane.py PnL ($),runtime_switch_loop_v2_controlplane.py Return %,runtime_switch_loop_v2_controlplane.py Drawdown %,FEV1-0001 Day End Equity,FEV1-0001 PnL ($),FEV1-0001 Return %,FEV1-0001 Drawdown %,fev1_best Day End Equity,fev1_best PnL ($),fev1_best Return %,fev1_best Drawdown %
2025-11-13,10185.46,-1169.92,-10.3,13.2,8818.19,-1012.87,-10.3,23.15,8818.19,-1012.87,-10.3,23.15,9089.52,-1044.03,-10.3,21.95
2025-11-14,10097.16,-88.31,-0.87,13.95,8741.74,-76.45,-0.87,23.82,8741.74,-76.45,-0.87,23.82,9010.71,-78.81,-0.87,22.63
2025-11-17,9588.16,-509.0,-5.04,18.29,8301.06,-440.67,-5.04,27.66,8301.06,-440.67,-5.04,27.66,8556.48,-454.23,-5.04,26.53
2025-11-18,9028.59,-559.57,-5.84,23.06,7816.61,-484.45,-5.84,31.88,7816.61,-484.45,-5.84,31.88,8057.12,-499.36,-5.84,30.82
2025-11-19,9511.82,483.23,5.35,18.94,8234.97,418.36,5.35,28.24,8234.97,418.36,5.35,28.24,8488.36,431.24,5.35,27.12
2025-11-20,10060.77,548.95,5.77,14.26,8710.23,475.26,5.77,24.09,8710.23,475.26,5.77,24.09,8978.24,489.88,5.77,22.91
2025-11-21,10328.36,267.59,2.66,11.98,8941.9,231.67,2.66,22.08,8941.9,231.67,2.66,22.08,9217.04,238.8,2.66,20.86
2025-11-24,11059.8,731.44,7.08,5.75,9575.16,633.26,7.08,16.56,9575.16,633.26,7.08,16.56,9869.78,652.74,7.08,15.25
2025-11-25,11087.36,27.55,0.25,5.51,9599.01,23.86,0.25,16.35,9599.01,23.86,0.25,16.35,9894.37,24.59,0.25,15.04
2025-11-26,12042.32,954.96,8.61,0.0,10425.79,826.77,8.61,9.14,10425.79,826.77,8.61,9.14,10746.58,852.21,8.61,7.73
2025-11-28,12580.02,537.7,4.47,0.0,10891.31,465.52,4.47,5.09,10891.31,465.52,4.47,5.09,11226.42,479.84,4.47,3.61
2025-12-01,12688.78,108.77,0.86,0.0,10985.47,94.16,0.86,4.27,10985.47,94.16,0.86,4.27,11323.49,97.06,0.86,2.77
2025-12-02,13411.84,723.06,5.7,0.0,11611.47,626.0,5.7,0.0,11611.47,626.0,5.7,0.0,11968.75,645.26,5.7,0.0
2025-12-03,14266.65,854.8,6.37,0.0,12351.53,740.06,6.37,0.0,12351.53,740.06,6.37,0.0,12731.57,762.83,6.37,0.0
2025-12-04,13800.95,-465.7,-3.26,3.26,11948.34,-403.19,-3.26,3.26,11948.34,-403.19,-3.26,3.26,12315.98,-415.59,-3.26,3.26
2025-12-05,14260.52,459.57,3.33,0.04,12346.22,397.88,3.33,0.04,12346.22,397.88,3.33,0.04,12726.1,410.12,3.33,0.04
2025-12-08,14623.58,363.06,2.55,0.0,12660.55,314.33,2.55,0.0,12660.55,314.33,2.55,0.0,13050.1,324.0,2.55,0.0
2025-12-09,14660.35,36.77,0.25,0.0,12692.38,31.83,0.25,0.0,12692.38,31.83,0.25,0.0,13082.91,32.81,0.25,0.0
2025-12-10,15277.71,617.36,4.21,0.0,13226.86,534.49,4.21,0.0,13226.86,534.49,4.21,0.0,13633.84,550.93,4.21,0.0
2025-12-11,14876.35,-401.36,-2.63,2.63,12879.38,-347.48,-2.63,2.63,12879.38,-347.48,-2.63,2.63,13275.67,-358.17,-2.63,2.63
2025-12-12,12768.44,-2107.9,-14.17,16.42,11054.44,-1824.94,-14.17,16.42,11054.44,-1824.94,-14.17,16.42,11394.57,-1881.1,-14.17,16.42
2025-12-15,12572.36,-196.08,-1.54,17.71,10884.67,-169.76,-1.54,17.71,10884.67,-169.76,-1.54,17.71,11219.59,-174.99,-1.54,17.71
2025-12-16,12478.91,-93.45,-0.74,18.32,10803.77,-80.9,-0.74,18.32,10803.77,-80.9,-0.74,18.32,11136.2,-83.39,-0.74,18.32
2025-12-17,10988.37,-1490.55,-11.94,28.08,9513.31,-1290.46,-11.94,28.08,9513.31,-1290.46,-11.94,28.08,9806.03,-1330.16,-11.94,28.08
2025-12-18,12132.69,1144.32,10.41,20.59,10504.02,990.71,10.41,20.59,10504.02,990.71,10.41,20.59,10827.22,1021.19,10.41,20.59
2025-12-19,12938.53,805.84,6.64,15.31,11201.69,697.67,6.64,15.31,11201.69,697.67,6.64,15.31,11546.36,719.13,6.64,15.31
2025-12-22,13339.11,400.58,3.1,12.69,11548.5,346.81,3.1,12.69,11548.5,346.81,3.1,12.69,11903.84,357.48,3.1,12.69
2025-12-23,13499.53,160.42,1.2,11.64,11687.38,138.88,1.2,11.64,11687.38,138.88,1.2,11.64,12046.99,143.16,1.2,11.64
2025-12-24,13603.07,103.55,0.77,10.96,11777.03,89.65,0.77,10.96,11777.03,89.65,0.77,10.96,12139.4,92.4,0.77,10.96
2025-12-26,13684.98,81.91,0.6,10.43,11847.94,70.91,0.6,10.43,11847.94,70.91,0.6,10.43,12212.49,73.1,0.6,10.43
2025-12-29,13538.13,-146.85,-1.07,11.39,11720.81,-127.14,-1.07,11.39,11720.81,-127.14,-1.07,11.39,12081.45,-131.05,-1.07,11.39
2025-12-30,13515.45,-22.69,-0.17,11.53,11701.16,-19.64,-0.17,11.53,11701.16,-19.64,-0.17,11.53,12061.2,-20.25,-0.17,11.53
2025-12-31,13091.53,-423.92,-3.14,14.31,11334.15,-367.01,-3.14,14.31,11334.15,-367.01,-3.14,14.31,11682.9,-378.3,-3.14,14.31
2026-01-02,13943.13,851.6,6.5,8.74,12071.43,737.28,6.5,8.74,12071.43,737.28,6.5,8.74,12442.86,759.97,6.5,8.74
2026-01-05,13414.16,-528.97,-3.79,12.2,12824.13,752.69,6.24,3.04,12824.13,752.69,6.24,3.04,13218.71,775.85,6.24,3.04
2026-01-06,12090.02,-1324.14,-9.87,20.86,13816.26,992.13,7.74,0.0,13816.26,992.13,7.74,0.0,14241.38,1022.66,7.74,0.0
2026-01-07,12496.05,406.03,3.36,18.21,13317.71,-498.54,-3.61,3.61,13317.71,-498.54,-3.61,3.61,13727.49,-513.88,-3.61,3.61
2026-01-08,13080.26,584.22,4.68,14.38,12676.18,-641.53,-4.82,8.25,12676.18,-641.53,-4.82,8.25,13066.22,-661.27,-4.82,8.25
2026-01-09,11911.45,-1168.81,-8.94,22.03,13846.9,1170.72,9.24,0.0,13846.9,1170.72,9.24,0.0,14272.96,1206.74,9.24,0.0
2026-01-12,11760.06,-151.39,-1.27,23.02,14014.15,167.25,1.21,0.0,14014.15,167.25,1.21,0.0,14445.35,172.39,1.21,0.0
2026-01-13,11504.14,-255.92,-2.18,24.7,14301.4,287.25,2.05,0.0,14301.4,287.25,2.05,0.0,14741.44,296.09,2.05,0.0
2026-01-14,11707.7,203.56,1.77,23.37,14088.19,-213.21,-1.49,1.49,14088.19,-213.21,-1.49,1.49,14521.68,-219.77,-1.49,1.49
2026-01-15,11048.2,-659.51,-5.63,27.68,15128.37,1040.18,7.38,0.0,15128.37,1040.18,7.38,0.0,15593.86,1072.18,7.38,0.0
2026-01-16,10565.08,-483.12,-4.37,30.85,15788.72,660.36,4.37,0.0,15788.72,660.36,4.37,0.0,16274.53,680.67,4.37,0.0
2026-01-20,11032.45,467.37,4.42,27.79,15108.87,-679.85,-4.31,4.31,15108.87,-679.85,-4.31,4.31,15573.76,-700.77,-4.31,4.31
2026-01-21,9979.37,-1053.08,-9.55,34.68,16380.52,1271.65,8.42,0.0,16380.52,1271.65,8.42,0.0,16884.54,1310.78,8.42,0.0
2026-01-22,9968.39,-10.98,-0.11,34.75,16362.49,-18.03,-0.11,0.11,16362.49,-18.03,-0.11,0.11,16865.95,-18.58,-0.11,0.11
2026-01-23,9629.47,-338.92,-3.4,36.97,15806.17,-556.32,-3.4,3.51,15806.17,-556.32,-3.4,3.51,16292.52,-573.44,-3.4,3.51
2026-01-26,9521.2,-108.27,-1.12,37.68,15628.46,-177.71,-1.12,4.59,15628.46,-177.71,-1.12,4.59,16109.34,-183.18,-1.12,4.59
2026-01-27,10145.27,624.07,6.55,33.59,16652.83,1024.37,6.55,0.0,16652.83,1024.37,6.55,0.0,17165.22,1055.89,6.55,0.0
2026-01-28,10956.45,811.18,8.0,28.28,17984.33,1331.5,8.0,0.0,17984.33,1331.5,8.0,0.0,18537.69,1372.47,8.0,0.0
2026-01-29,10988.51,32.06,0.29,28.07,18036.95,52.63,0.29,0.0,18036.95,52.63,0.29,0.0,18591.94,54.25,0.29,0.0
2026-01-30,9658.76,-1329.75,-12.1,36.78,15857.42,-2179.53,-12.08,12.08,15857.42,-2179.53,-12.08,12.08,16345.35,-2246.59,-12.08,12.08
2026-02-02,9164.22,-494.54,-5.12,40.02,16837.59,980.17,6.18,6.65,16837.59,980.17,6.18,6.65,17355.67,1010.33,6.18,6.65
2026-02-03,9707.28,543.06,5.93,36.46,15782.48,-1055.11,-6.27,12.5,15782.48,-1055.11,-6.27,12.5,16268.1,-1087.58,-6.27,12.5
2026-02-04,10882.14,1174.87,12.1,28.77,13837.72,-1944.77,-12.32,23.28,13837.72,-1944.77,-12.32,23.28,14263.49,-2004.6,-12.32,23.28
2026-02-05,10782.27,-99.88,-0.92,29.42,13710.71,-127.0,-0.92,23.99,13710.71,-127.0,-0.92,23.99,14132.58,-130.91,-0.92,23.99
2026-02-06,11500.96,718.69,6.67,24.72,14624.6,913.89,6.67,18.92,14624.6,913.89,6.67,18.92,15074.59,942.01,6.67,18.92
2026-02-09,11129.16,-371.8,-3.23,27.15,15133.66,509.06,3.48,16.1,15133.66,509.06,3.48,16.1,15599.31,524.73,3.48,16.1
2026-02-10,11243.39,114.23,1.03,26.41,14962.9,-170.77,-1.13,17.04,14962.9,-170.77,-1.13,17.04,15423.29,-176.02,-1.13,17.04
2026-02-11,10329.18,-914.21,-8.13,32.39,15992.23,1029.33,6.88,11.34,15992.23,1029.33,6.88,11.34,16484.3,1061.01,6.88,11.34
2026-02-12,11159.9,830.72,8.04,26.95,14814.52,-1177.71,-7.36,17.87,14814.52,-1177.71,-7.36,17.87,15270.35,-1213.95,-7.36,17.87
2026-02-13,10914.66,-245.24,-2.2,28.56,15068.81,254.29,1.72,16.46,15068.81,254.29,1.72,16.46,15532.47,262.12,1.72,16.46
2026-02-17,10885.01,-29.66,-0.27,28.75,15054.75,-14.06,-0.09,16.53,15054.75,-14.06,-0.09,16.53,15517.97,-14.49,-0.09,16.53
2026-02-18,10546.44,-338.57,-3.11,30.97,15570.37,515.61,3.42,13.68,15570.37,515.61,3.42,13.68,16049.45,531.48,3.42,13.68
2026-02-19,10789.05,242.61,2.3,29.38,15207.09,-363.27,-2.33,15.69,15207.09,-363.27,-2.33,15.69,15675.0,-374.45,-2.33,15.69
2026-02-20,11103.59,314.54,2.92,27.32,15653.57,446.47,2.94,13.21,15653.57,446.47,2.94,13.21,16135.21,460.21,2.94,13.21
2026-02-23,11299.06,195.47,1.76,26.04,15302.57,-350.99,-2.24,15.16,15302.57,-350.99,-2.24,15.16,15773.42,-361.79,-2.24,15.16
2026-02-24,10745.84,-553.22,-4.9,29.66,16091.84,789.26,5.16,10.78,16091.84,789.26,5.16,10.78,16586.97,813.55,5.16,10.78
2026-02-25,10258.69,-487.15,-4.53,32.85,16851.2,759.36,4.72,6.57,16851.2,759.36,4.72,6.57,17369.7,782.72,4.72,6.57
2026-02-26,11232.49,973.8,9.49,26.48,15259.83,-1591.37,-9.44,15.4,15259.83,-1591.37,-9.44,15.4,15729.36,-1640.34,-9.44,15.4
2026-02-27,11686.53,454.04,4.04,23.51,14667.45,-592.37,-3.88,18.68,14667.45,-592.37,-3.88,18.68,15118.76,-610.6,-3.88,18.68
2026-03-02,11687.18,0.65,0.01,23.5,14668.27,0.81,0.01,18.68,14668.27,0.81,0.01,18.68,15119.6,0.84,0.01,18.68
2026-03-03,13440.49,1753.32,15.0,12.03,16868.81,2200.54,15.0,6.48,16868.81,2200.54,15.0,6.48,17387.85,2268.25,15.0,6.48
2026-03-04,12564.08,-876.41,-6.52,17.76,15768.85,-1099.96,-6.52,12.57,15768.85,-1099.96,-6.52,12.57,16254.04,-1133.8,-6.52,12.57
2026-03-05,13519.51,955.43,7.6,11.51,16967.98,1199.13,7.6,5.93,16967.98,1199.13,7.6,5.93,17490.07,1236.03,7.6,5.93
2026-03-06,14360.64,841.13,6.22,6.0,18023.65,1055.68,6.22,0.07,18023.65,1055.68,6.22,0.07,18578.23,1088.16,6.22,0.07
2026-03-09,15877.41,1516.77,10.56,0.0,19927.32,1903.66,10.56,0.0,19927.32,1903.66,10.56,0.0,20540.47,1962.24,10.56,0.0
2026-03-10,16967.8,1090.39,6.87,0.0,21295.83,1368.52,6.87,0.0,21295.83,1368.52,6.87,0.0,21951.09,1410.62,6.87,0.0
2026-03-11,17575.14,607.34,3.58,0.0,22058.09,762.26,3.58,0.0,22058.09,762.26,3.58,0.0,22736.8,785.72,3.58,0.0
2026-03-12,18978.09,1402.95,7.98,0.0,23818.9,1760.8,7.98,0.0,23818.9,1760.8,7.98,0.0,24551.79,1814.98,7.98,0.0
2026-03-13,19110.7,132.61,0.7,0.0,23985.33,166.43,0.7,0.0,23985.33,166.43,0.7,0.0,24723.34,171.55,0.7,0.0
2026-03-16,20558.6,1447.91,7.58,0.0,25802.56,1817.23,7.58,0.0,25802.56,1817.23,7.58,0.0,26596.48,1873.14,7.58,0.0
2026-03-17,20972.0,413.39,2.01,0.0,26321.4,518.84,2.01,0.0,26321.4,518.84,2.01,0.0,27131.29,534.8,2.01,0.0
2026-03-18,20845.68,-126.31,-0.6,0.6,26162.86,-158.53,-0.6,0.6,26162.86,-158.53,-0.6,0.6,26967.87,-163.41,-0.6,0.6
2026-03-19,21048.55,202.87,0.97,0.0,26417.48,254.61,0.97,0.0,26417.48,254.61,0.97,0.0,27230.32,262.45,0.97,0.0
2026-03-20,19423.69,-1624.86,-7.72,7.72,24378.16,-2039.32,-7.72,7.72,24378.16,-2039.32,-7.72,7.72,25128.26,-2102.07,-7.72,7.72
2026-03-23,20777.22,1353.53,6.97,1.29,26076.94,1698.78,6.97,1.29,26076.94,1698.78,6.97,1.29,26879.31,1751.05,6.97,1.29
2026-03-24,20173.98,-603.24,-2.9,4.15,25319.83,-757.11,-2.9,4.15,25319.83,-757.11,-2.9,4.15,25525.96,-1353.35,-5.03,6.26
2026-03-25,19364.77,-809.22,-4.01,8.0,24304.2,-1015.63,-4.01,8.0,24304.2,-1015.63,-4.01,8.0,25523.41,-2.55,-0.01,6.27
2026-03-26,21046.74,1681.97,8.69,0.01,26415.21,2111.0,8.69,0.01,26415.21,2111.0,8.69,0.01,27740.3,2216.9,8.69,0.0
2026-03-27,20015.67,-1031.07,-4.9,4.91,25121.14,-1294.07,-4.9,4.91,25121.14,-1294.07,-4.9,4.91,26381.32,-1358.99,-4.9,4.9
2026-03-30,17526.06,-2489.61,-12.44,16.74,21996.5,-3124.64,-12.44,16.74,21996.5,-3124.64,-12.44,16.74,23099.93,-3281.39,-12.44,16.73
2026-03-31,18836.91,1310.85,7.48,10.51,23641.71,1645.21,7.48,10.51,23641.71,1645.21,7.48,10.51,24827.67,1727.74,7.48,10.5
2026-04-01,20086.75,1249.84,6.64,4.57,25210.34,1568.64,6.64,4.57,25210.34,1568.64,6.64,4.57,26475.0,1647.33,6.64,4.56
2026-04-02,20302.22,215.47,1.07,3.55,25480.77,270.43,1.07,3.55,25480.77,270.43,1.07,3.55,26759.0,284.0,1.07,3.54
2026-04-06,21048.66,746.45,3.68,0.0,26417.62,936.85,3.68,0.0,26417.62,936.85,3.68,0.0,27742.84,983.84,3.68,0.0
2026-04-07,24342.63,3293.97,15.65,0.0,30551.79,4134.17,15.65,0.0,30551.79,4134.17,15.65,0.0,32084.4,4341.56,15.65,0.0
2026-04-08,27624.86,3282.23,13.48,0.0,34671.23,4119.44,13.48,0.0,34671.23,4119.44,13.48,0.0,36410.49,4326.09,13.48,0.0
2026-04-09,25747.49,-1877.37,-6.8,6.8,32308.53,-2362.7,-6.81,6.81,37026.4,2355.17,6.79,0.0,38883.81,2473.32,6.79,0.0
2026-04-10,24125.2,-1622.29,-6.3,12.67,34334.41,2025.88,6.27,0.97,39348.12,2321.71,6.27,0.0,41321.98,2438.18,6.27,0.0
