Date,runtime_switch_loop_v1 Day End Equity,runtime_switch_loop_v1 PnL ($),runtime_switch_loop_v1 Return %,runtime_switch_loop_v1 Drawdown %,runtime_switch_loop_v2_controlplane Day End Equity,runtime_switch_loop_v2_controlplane PnL ($),runtime_switch_loop_v2_controlplane Return %,runtime_switch_loop_v2_controlplane Drawdown %,FEV1-0001 Day End Equity,FEV1-0001 PnL ($),FEV1-0001 Return %,FEV1-0001 Drawdown %
2026-02-11,9666.45,-855.56,-8.13,34.26,23794.15,1531.5,6.88,11.34,23794.15,1531.5,6.88,11.34
2026-02-12,10443.87,777.42,8.04,28.98,22041.89,-1752.26,-7.36,17.87,22041.89,-1752.26,-7.36,17.87
2026-02-13,10214.37,-229.51,-2.2,30.54,22420.24,378.35,1.72,16.46,22420.24,378.35,1.72,16.46
2026-02-17,10186.61,-27.75,-0.27,30.73,22399.32,-20.92,-0.09,16.53,22399.32,-20.92,-0.09,16.53
2026-02-18,9869.77,-316.84,-3.11,32.88,23166.48,767.16,3.42,13.68,23166.48,767.16,3.42,13.68
2026-02-19,10096.81,227.04,2.3,31.34,22625.98,-540.5,-2.33,15.69,22625.98,-540.5,-2.33,15.69
2026-02-20,10391.17,294.36,2.92,29.33,23290.27,664.29,2.94,13.21,23290.27,664.29,2.94,13.21
2026-02-23,10574.1,182.93,1.76,28.09,22768.04,-522.23,-2.24,15.16,22768.04,-522.23,-2.24,15.16
2026-02-24,10056.37,-517.73,-4.9,31.61,23942.35,1174.31,5.16,10.78,23942.35,1174.31,5.16,10.78
2026-02-25,9600.48,-455.89,-4.53,34.71,25072.17,1129.82,4.72,6.57,25072.17,1129.82,4.72,6.57
2026-02-26,10511.8,911.32,9.49,28.51,22704.44,-2367.73,-9.44,15.4,22704.44,-2367.73,-9.44,15.4
2026-02-27,10936.71,424.9,4.04,25.62,21823.07,-881.37,-3.88,18.68,21823.07,-881.37,-3.88,18.68
2026-03-02,10937.31,0.61,0.01,25.62,21824.28,1.21,0.01,18.68,21824.28,1.21,0.01,18.68
2026-03-03,12578.14,1640.82,15.0,14.46,25098.37,3274.09,15.0,6.48,25098.37,3274.09,15.0,6.48
2026-03-04,11757.96,-820.18,-6.52,20.04,23461.79,-1636.58,-6.52,12.57,23461.79,-1636.58,-6.52,12.57
2026-03-05,12652.08,894.13,7.6,13.96,25245.92,1784.14,7.6,5.93,25245.92,1784.14,7.6,5.93
2026-03-06,13439.24,787.16,6.22,8.61,26816.62,1570.69,6.22,0.07,26816.62,1570.69,6.22,0.07
2026-03-09,14858.7,1419.46,10.56,0.0,29649.0,2832.38,10.56,0.0,29649.0,2832.38,10.56,0.0
2026-03-10,15879.12,1020.43,6.87,0.0,31685.15,2036.15,6.87,0.0,31685.15,2036.15,6.87,0.0
2026-03-11,16447.5,568.38,3.58,0.0,32819.29,1134.14,3.58,0.0,32819.29,1134.14,3.58,0.0
2026-03-12,17760.43,1312.93,7.98,0.0,35439.11,2619.82,7.98,0.0,35439.11,2619.82,7.98,0.0
2026-03-13,17884.53,124.1,0.7,0.0,35686.74,247.63,0.7,0.0,35686.74,247.63,0.7,0.0
2026-03-16,19239.54,1355.01,7.58,0.0,38390.52,2703.78,7.58,0.0,38390.52,2703.78,7.58,0.0
2026-03-17,19626.41,386.87,2.01,0.0,39162.47,771.96,2.01,0.0,39162.47,771.96,2.01,0.0
2026-03-18,19508.2,-118.21,-0.6,0.6,38926.6,-235.88,-0.6,0.6,38926.6,-235.88,-0.6,0.6
2026-03-19,19698.05,189.85,0.97,0.0,39305.43,378.83,0.97,0.0,39305.43,378.83,0.97,0.0
2026-03-20,18177.44,-1520.61,-7.72,7.72,36271.21,-3034.22,-7.72,7.72,36271.21,-3034.22,-7.72,7.72
2026-03-23,19444.13,1266.69,6.97,1.29,38798.75,2527.54,6.97,1.29,38798.75,2527.54,6.97,1.29
2026-03-24,18879.6,-564.53,-2.9,4.15,37672.29,-1126.47,-2.9,4.15,37672.29,-1126.47,-2.9,4.15
2026-03-25,18122.3,-757.3,-4.01,8.0,36161.18,-1511.11,-4.01,8.0,36161.18,-1511.11,-4.01,8.0
2026-03-26,19696.36,1574.06,8.69,0.01,39302.04,3140.87,8.69,0.01,39302.04,3140.87,8.69,0.01
2026-03-27,18731.44,-964.92,-4.9,4.91,37376.65,-1925.39,-4.9,4.91,37376.65,-1925.39,-4.9,4.91
2026-03-30,16401.57,-2329.87,-12.44,16.74,32727.64,-4649.02,-12.44,16.74,32727.64,-4649.02,-12.44,16.74
2026-03-31,17628.31,1226.74,7.48,10.51,35175.47,2447.84,7.48,10.51,35175.47,2447.84,7.48,10.51
2026-04-01,18797.96,1169.65,6.64,4.57,37509.38,2333.91,6.64,4.57,37509.38,2333.91,6.64,4.57
2026-04-02,18999.6,201.64,1.07,3.55,37911.74,402.36,1.07,3.55,37911.74,402.36,1.07,3.55
2026-04-06,19698.16,698.55,3.68,0.0,39305.64,1393.89,3.68,0.0,39305.64,1393.89,3.68,0.0
2026-04-07,22780.78,3082.62,15.65,0.0,45456.69,6151.05,15.65,0.0,45456.69,6151.05,15.65,0.0
2026-04-08,25852.42,3071.64,13.48,0.0,51585.83,6129.14,13.48,0.0,51585.83,6129.14,13.48,0.0
2026-04-09,24095.51,-1756.91,-6.8,6.8,48070.47,-3515.36,-6.81,6.81,55089.99,3504.16,6.79,0.0
2026-04-10,22577.3,-1518.2,-6.3,12.67,51084.7,3014.22,6.27,0.97,58544.36,3454.37,6.27,0.0
