Window,Profile,Scenario,CPU Final Equity,CPU Return %,CPU Max Drawdown %,CPU Trades,Delta Return % vs S0,Delta Final Equity vs S0,Delta Trades vs S0,GPU Final Equity,GPU Return %,GPU Max Drawdown %,GPU Trades,CPU-GPU Diff (bps),Start Equity,Start Date,End Date,Data Source,GPU Backend
1y,aggr_adapt_t10_tr2_rv14_b85_m8_M30,S5_profit_exec_market_close,33571.83690277039,235.71836902770386,39.15523949283786,268,-487.34019013445857,-48734.01901344585,-4,33571.83690277039,235.71836902770386,39.15523949283786,268,0.0,10000.0,2025-03-19,2026-03-19,yfinance,cpu_emulated_fallback
1y,aggr_adapt_t10_tr2_rv14_b85_m8_M30,S6_runtime_like_bundle,34109.46685580327,241.0946685580327,39.15523949283786,139,-481.9638906041297,-48196.38906041297,-133,34109.46685580327,241.0946685580327,39.15523949283786,139,0.0,10000.0,2025-03-19,2026-03-19,yfinance,cpu_emulated_fallback
2y,original_composer,S0_prev_like_baseline,21787.762608438574,117.87762608438572,62.26756721134967,436,0.0,0.0,0,21787.762608438574,117.87762608438572,62.26756721134967,436,0.0,10000.0,2024-03-19,2026-03-19,yfinance,cpu_emulated_fallback
2y,original_composer,S1_threshold_5pct,22476.15310440456,124.76153104404557,61.650496098977406,186,6.883904959659844,688.3904959659849,-250,22476.15310440456,124.76153104404557,61.650496098977406,186,0.0,10000.0,2024-03-19,2026-03-19,yfinance,cpu_emulated_fallback
2y,original_composer,S2_sequence_rebalance_then_profit,21787.762608438574,117.87762608438572,62.26756721134967,436,0.0,0.0,0,21787.762608438574,117.87762608438572,62.26756721134967,436,0.0,10000.0,2024-03-19,2026-03-19,yfinance,cpu_emulated_fallback
2y,original_composer,S3_anchor_off,20653.604689285796,106.53604689285797,62.26756721134967,430,-11.341579191527757,-1134.157919152778,-6,20653.604689285796,106.53604689285797,62.26756721134967,430,0.0,10000.0,2024-03-19,2026-03-19,yfinance,cpu_emulated_fallback
2y,original_composer,S4_zero_costs,22062.62339936694,120.6262339936694,62.154432694504806,429,2.7486079092836775,274.86079092836735,-7,22062.62339936694,120.6262339936694,62.154432694504806,429,0.0,10000.0,2024-03-19,2026-03-19,yfinance,cpu_emulated_fallback
2y,original_composer,S5_profit_exec_market_close,21787.762608438574,117.87762608438572,62.26756721134967,436,0.0,0.0,0,21787.762608438574,117.87762608438572,62.26756721134967,436,0.0,10000.0,2024-03-19,2026-03-19,yfinance,cpu_emulated_fallback
2y,original_composer,S6_runtime_like_bundle,21306.161146369464,113.06161146369465,61.650496098977406,186,-4.816014620691078,-481.6014620691094,-250,21306.161146369464,113.06161146369465,61.650496098977406,186,0.0,10000.0,2024-03-19,2026-03-19,yfinance,cpu_emulated_fallback
2y,trailing12_4_adapt,S0_prev_like_baseline,37266.986349892344,272.66986349892346,60.904196217856956,461,0.0,0.0,0,37266.986349892344,272.66986349892346,60.904196217856956,461,0.0,10000.0,2024-03-19,2026-03-19,yfinance,cpu_emulated_fallback
2y,trailing12_4_adapt,S1_threshold_5pct,38444.44727957145,284.44447279571443,60.26482872029681,212,11.77460929679097,1177.4609296791023,-249,38444.44727957145,284.44447279571443,60.26482872029681,212,0.0,10000.0,2024-03-19,2026-03-19,yfinance,cpu_emulated_fallback
2y,trailing12_4_adapt,S2_sequence_rebalance_then_profit,22836.977119139952,128.36977119139954,60.64698628787281,457,-144.30009230752393,-14430.009230752392,-4,22836.977119139952,128.36977119139954,60.64698628787281,457,0.0,10000.0,2024-03-19,2026-03-19,yfinance,cpu_emulated_fallback
2y,trailing12_4_adapt,S3_anchor_off,35327.06032576171,253.27060325761713,60.90419621785696,463,-19.399260241306337,-1939.9260241306329,2,35327.06032576171,253.27060325761713,60.90419621785696,463,0.0,10000.0,2024-03-19,2026-03-19,yfinance,cpu_emulated_fallback
2y,trailing12_4_adapt,S4_zero_costs,37835.36753275672,278.3536753275672,60.77913046692367,464,5.683811828643741,568.3811828643738,3,37835.36753275672,278.3536753275672,60.77913046692367,464,0.0,10000.0,2024-03-19,2026-03-19,yfinance,cpu_emulated_fallback
2y,trailing12_4_adapt,S5_profit_exec_market_close,21731.188004323736,117.31188004323738,62.27511294333424,463,-155.35798345568608,-15535.798345568608,2,21731.188004323736,117.31188004323738,62.27511294333424,463,0.0,10000.0,2024-03-19,2026-03-19,yfinance,cpu_emulated_fallback
2y,trailing12_4_adapt,S6_runtime_like_bundle,21250.83707965711,112.5083707965711,61.65816523284423,213,-160.16149270235235,-16016.149270235233,-248,21250.83707965711,112.5083707965711,61.65816523284423,213,0.0,10000.0,2024-03-19,2026-03-19,yfinance,cpu_emulated_fallback
2y,aggr_adapt_t10_tr2_rv14_b85_m8_M30,S0_prev_like_baseline,66946.1234946044,569.461234946044,58.97484583558048,488,0.0,0.0,0,66946.1234946044,569.461234946044,58.97484583558048,488,0.0,10000.0,2024-03-19,2026-03-19,yfinance,cpu_emulated_fallback
2y,aggr_adapt_t10_tr2_rv14_b85_m8_M30,S1_threshold_5pct,68805.04334300189,588.0504334300189,58.089607938704525,242,18.589198483974883,1858.9198483974906,-246,68805.04334300189,588.0504334300189,58.089607938704525,242,0.0,10000.0,2024-03-19,2026-03-19,yfinance,cpu_emulated_fallback
2y,aggr_adapt_t10_tr2_rv14_b85_m8_M30,S2_sequence_rebalance_then_profit,42147.29272741649,321.4729272741649,56.70609578681785,481,-247.9883076718791,-24798.83076718791,-7,42147.29272741649,321.4729272741649,56.70609578681785,481,0.0,10000.0,2024-03-19,2026-03-19,yfinance,cpu_emulated_fallback
2y,aggr_adapt_t10_tr2_rv14_b85_m8_M30,S3_anchor_off,63461.255521580984,534.6125552158098,58.97484583558049,493,-34.84867973023415,-3484.8679730234144,5,63461.255521580984,534.6125552158098,58.97484583558049,493,0.0,10000.0,2024-03-19,2026-03-19,yfinance,cpu_emulated_fallback
2y,aggr_adapt_t10_tr2_rv14_b85_m8_M30,S4_zero_costs,68148.12507494153,581.4812507494153,58.82297217889523,493,12.02001580337128,1202.0015803371352,5,68148.12507494153,581.4812507494153,58.82297217889523,493,0.0,10000.0,2024-03-19,2026-03-19,yfinance,cpu_emulated_fallback
2y,aggr_adapt_t10_tr2_rv14_b85_m8_M30,S5_profit_exec_market_close,21673.373115363243,116.73373115363242,62.29404883914926,490,-452.72750379241154,-45272.75037924116,2,21673.373115363243,116.73373115363242,62.29404883914926,490,0.0,10000.0,2024-03-19,2026-03-19,yfinance,cpu_emulated_fallback
2y,aggr_adapt_t10_tr2_rv14_b85_m8_M30,S6_runtime_like_bundle,21269.866135495602,112.69866135495602,61.462120952686035,242,-456.76257359108797,-45676.2573591088,-246,21269.866135495602,112.69866135495602,61.462120952686035,242,0.0,10000.0,2024-03-19,2026-03-19,yfinance,cpu_emulated_fallback
3y,original_composer,S0_prev_like_baseline,11409.065465327152,14.090654653271528,84.61282287406276,460,0.0,0.0,0,11409.065465327152,14.090654653271528,84.61282287406276,460,0.0,10000.0,2023-03-19,2026-03-19,yfinance,cpu_emulated_fallback
3y,original_composer,S1_threshold_5pct,11769.538101977929,17.695381019779276,84.36118305644071,216,3.604726366507748,360.4726366507766,-244,11769.538101977929,17.695381019779276,84.36118305644071,216,0.0,10000.0,2023-03-19,2026-03-19,yfinance,cpu_emulated_fallback
3y,original_composer,S2_sequence_rebalance_then_profit,11409.065465327152,14.090654653271528,84.61282287406276,460,0.0,0.0,0,11409.065465327152,14.090654653271528,84.61282287406276,460,0.0,10000.0,2023-03-19,2026-03-19,yfinance,cpu_emulated_fallback
3y,original_composer,S3_anchor_off,11409.065465327152,14.090654653271528,84.61282287406276,460,0.0,0.0,0,11409.065465327152,14.090654653271528,84.61282287406276,460,0.0,10000.0,2023-03-19,2026-03-19,yfinance,cpu_emulated_fallback
3y,original_composer,S4_zero_costs,11587.70612799208,15.87706127992079,84.55124591247184,469,1.7864066266492618,178.64066266492773,9,11587.70612799208,15.87706127992079,84.55124591247184,469,0.0,10000.0,2023-03-19,2026-03-19,yfinance,cpu_emulated_fallback
3y,original_composer,S5_profit_exec_market_close,11409.065465327152,14.090654653271528,84.61282287406276,460,0.0,0.0,0,11409.065465327152,14.090654653271528,84.61282287406276,460,0.0,10000.0,2023-03-19,2026-03-19,yfinance,cpu_emulated_fallback
3y,original_composer,S6_runtime_like_bundle,11769.538101977929,17.695381019779276,84.36118305644071,216,3.604726366507748,360.4726366507766,-244,11769.538101977929,17.695381019779276,84.36118305644071,216,0.0,10000.0,2023-03-19,2026-03-19,yfinance,cpu_emulated_fallback
3y,trailing12_4_adapt,S0_prev_like_baseline,19836.682911630684,98.36682911630683,83.57295060762034,498,0.0,0.0,0,19836.682911630684,98.36682911630683,83.57295060762034,498,0.0,10000.0,2023-03-19,2026-03-19,yfinance,cpu_emulated_fallback
3y,trailing12_4_adapt,S1_threshold_5pct,20463.42849506973,104.63428495069729,83.30430485932396,246,6.267455834390461,626.7455834390457,-252,20463.42849506973,104.63428495069729,83.30430485932396,246,0.0,10000.0,2023-03-19,2026-03-19,yfinance,cpu_emulated_fallback
3y,trailing12_4_adapt,S2_sequence_rebalance_then_profit,12740.40087299651,27.404008729965092,83.55910447894345,491,-70.96282038634175,-7096.282038634174,-7,12740.40087299651,27.404008729965092,83.55910447894345,491,0.0,10000.0,2023-03-19,2026-03-19,yfinance,cpu_emulated_fallback
3y,trailing12_4_adapt,S3_anchor_off,19836.682911630684,98.36682911630683,83.57295060762034,498,0.0,0.0,0,19836.682911630684,98.36682911630683,83.57295060762034,498,0.0,10000.0,2023-03-19,2026-03-19,yfinance,cpu_emulated_fallback
3y,trailing12_4_adapt,S4_zero_costs,20207.813970924897,102.07813970924894,83.49401273826183,498,3.7113105929421124,371.1310592942136,0,20207.813970924897,102.07813970924894,83.49401273826183,498,0.0,10000.0,2023-03-19,2026-03-19,yfinance,cpu_emulated_fallback
3y,trailing12_4_adapt,S5_profit_exec_market_close,11374.889558309713,13.74889558309713,84.62512769322058,502,-84.61793353320971,-8461.79335332097,4,11374.889558309713,13.74889558309713,84.62512769322058,502,0.0,10000.0,2023-03-19,2026-03-19,yfinance,cpu_emulated_fallback
3y,trailing12_4_adapt,S6_runtime_like_bundle,11734.282397552886,17.342823975528866,84.37368910695004,246,-81.02400514077797,-8102.400514077797,-252,11734.282397552886,17.342823975528866,84.37368910695004,246,0.0,10000.0,2023-03-19,2026-03-19,yfinance,cpu_emulated_fallback
3y,aggr_adapt_t10_tr2_rv14_b85_m8_M30,S0_prev_like_baseline,44768.06365526994,347.6806365526994,80.62382665546343,545,0.0,0.0,0,44768.06365526994,347.6806365526994,80.62382665546343,545,0.0,10000.0,2023-03-19,2026-03-19,yfinance,cpu_emulated_fallback
3y,aggr_adapt_t10_tr2_rv14_b85_m8_M30,S1_threshold_5pct,46011.156425381036,360.11156425381034,80.20572894710922,293,12.430927701110932,1243.0927701110922,-252,46011.156425381036,360.11156425381034,80.20572894710922,293,0.0,10000.0,2023-03-19,2026-03-19,yfinance,cpu_emulated_fallback
3y,aggr_adapt_t10_tr2_rv14_b85_m8_M30,S2_sequence_rebalance_then_profit,26719.012883475927,167.19012883475926,78.5104637656568,535,-180.49050771794015,-18049.050771794016,-10,26719.012883475927,167.19012883475926,78.5104637656568,535,0.0,10000.0,2023-03-19,2026-03-19,yfinance,cpu_emulated_fallback
3y,aggr_adapt_t10_tr2_rv14_b85_m8_M30,S3_anchor_off,44768.06365526994,347.6806365526994,80.62382665546343,545,0.0,0.0,0,44768.06365526994,347.6806365526994,80.62382665546343,545,0.0,10000.0,2023-03-19,2026-03-19,yfinance,cpu_emulated_fallback
3y,aggr_adapt_t10_tr2_rv14_b85_m8_M30,S4_zero_costs,45809.454385813944,358.0945438581394,80.50146641367367,544,10.413907305439977,1041.3907305440007,-1,45809.454385813944,358.0945438581394,80.50146641367367,544,0.0,10000.0,2023-03-19,2026-03-19,yfinance,cpu_emulated_fallback
3y,aggr_adapt_t10_tr2_rv14_b85_m8_M30,S5_profit_exec_market_close,11324.225193282673,13.242251932826733,84.64820453900678,543,-334.4383846198727,-33443.83846198727,-2,11324.225193282673,13.242251932826733,84.64820453900678,543,0.0,10000.0,2023-03-19,2026-03-19,yfinance,cpu_emulated_fallback
3y,aggr_adapt_t10_tr2_rv14_b85_m8_M30,S6_runtime_like_bundle,11723.66825062404,17.2366825062404,84.30948912782948,293,-330.443954046459,-33044.395404645904,-252,11723.66825062404,17.2366825062404,84.30948912782948,293,0.0,10000.0,2023-03-19,2026-03-19,yfinance,cpu_emulated_fallback
5y,original_composer,S0_prev_like_baseline,16224.129438120517,62.24129438120518,88.19803886473619,1036,0.0,0.0,0,16224.129438120517,62.24129438120518,88.19803886473619,1036,0.0,10000.0,2021-03-19,2026-03-19,yfinance,cpu_emulated_fallback
5y,original_composer,S1_threshold_5pct,16310.63061175995,63.10630611759951,88.31041412048563,443,0.8650117363943295,86.50117363943355,-593,16310.63061175995,63.10630611759951,88.31041412048563,443,0.0,10000.0,2021-03-19,2026-03-19,yfinance,cpu_emulated_fallback
5y,original_composer,S2_sequence_rebalance_then_profit,16224.129438120517,62.24129438120518,88.19803886473619,1036,0.0,0.0,0,16224.129438120517,62.24129438120518,88.19803886473619,1036,0.0,10000.0,2021-03-19,2026-03-19,yfinance,cpu_emulated_fallback
5y,original_composer,S3_anchor_off,15156.942467683533,51.56942467683534,88.19803886473619,1036,-10.67186970436984,-1067.1869704369838,0,15156.942467683533,51.56942467683534,88.19803886473619,1036,0.0,10000.0,2021-03-19,2026-03-19,yfinance,cpu_emulated_fallback
5y,original_composer,S4_zero_costs,16694.49817810761,66.94498178107608,87.98083197387498,1029,4.703687399870901,470.36873998709234,-7,16694.49817810761,66.94498178107608,87.98083197387498,1029,0.0,10000.0,2021-03-19,2026-03-19,yfinance,cpu_emulated_fallback
5y,original_composer,S5_profit_exec_market_close,16224.129438120517,62.24129438120518,88.19803886473619,1036,0.0,0.0,0,16224.129438120517,62.24129438120518,88.19803886473619,1036,0.0,10000.0,2021-03-19,2026-03-19,yfinance,cpu_emulated_fallback
5y,original_composer,S6_runtime_like_bundle,15237.753787467467,52.37753787467467,88.31041412048565,442,-9.863756506530507,-986.3756506530499,-594,15237.753787467467,52.37753787467467,88.31041412048565,442,0.0,10000.0,2021-03-19,2026-03-19,yfinance,cpu_emulated_fallback
5y,trailing12_4_adapt,S0_prev_like_baseline,37783.90040993801,277.83900409938013,84.24762114232075,1079,0.0,0.0,0,37783.90040993801,277.83900409938013,84.24762114232075,1079,0.0,10000.0,2021-03-19,2026-03-19,yfinance,cpu_emulated_fallback
5y,trailing12_4_adapt,S1_threshold_5pct,37985.350462626586,279.8535046262658,84.39761126536095,489,2.0145005268856835,201.45005268857494,-590,37985.350462626586,279.8535046262658,84.39761126536095,489,0.0,10000.0,2021-03-19,2026-03-19,yfinance,cpu_emulated_fallback
5y,trailing12_4_adapt,S2_sequence_rebalance_then_profit,33834.67999598884,238.34679995988836,83.55910447894345,1064,-39.492204139491776,-3949.2204139491732,-15,33834.67999598884,238.34679995988836,83.55910447894345,1064,0.0,10000.0,2021-03-19,2026-03-19,yfinance,cpu_emulated_fallback
5y,trailing12_4_adapt,S3_anchor_off,35298.55989514699,252.98559895146985,84.24762114232075,1070,-24.85340514791028,-2485.3405147910235,-9,35298.55989514699,252.98559895146985,84.24762114232075,1070,0.0,10000.0,2021-03-19,2026-03-19,yfinance,cpu_emulated_fallback
5y,trailing12_4_adapt,S4_zero_costs,39058.58529383203,290.58585293832033,83.9255928723411,1085,12.746848838940195,1274.6848838940205,6,39058.58529383203,290.58585293832033,83.9255928723411,1085,0.0,10000.0,2021-03-19,2026-03-19,yfinance,cpu_emulated_fallback
5y,trailing12_4_adapt,S5_profit_exec_market_close,16149.669830850762,61.49669830850761,88.22161919889105,1082,-216.34230579087253,-21634.23057908725,3,16149.669830850762,61.49669830850761,88.22161919889105,1082,0.0,10000.0,2021-03-19,2026-03-19,yfinance,cpu_emulated_fallback
5y,trailing12_4_adapt,S6_runtime_like_bundle,15167.821088334618,51.67821088334619,88.33376992872903,488,-226.16079321603394,-22616.079321603393,-591,15167.821088334618,51.67821088334619,88.33376992872903,488,0.0,10000.0,2021-03-19,2026-03-19,yfinance,cpu_emulated_fallback
5y,aggr_adapt_t10_tr2_rv14_b85_m8_M30,S0_prev_like_baseline,115035.26579192451,1050.352657919245,80.62382665546342,1136,0.0,0.0,0,115035.26579192451,1050.352657919245,80.62382665546342,1136,0.0,10000.0,2021-03-19,2026-03-19,yfinance,cpu_emulated_fallback
5y,aggr_adapt_t10_tr2_rv14_b85_m8_M30,S1_threshold_5pct,116695.88790657304,1066.9588790657303,80.20572894710921,564,16.606221146485268,1660.6221146485332,-572,116695.88790657304,1066.9588790657303,80.20572894710921,564,0.0,10000.0,2021-03-19,2026-03-19,yfinance,cpu_emulated_fallback
5y,aggr_adapt_t10_tr2_rv14_b85_m8_M30,S2_sequence_rebalance_then_profit,96101.20904154894,861.0120904154893,78.51046376565678,1131,-189.34056750375578,-18934.056750375574,-5,96101.20904154894,861.0120904154893,78.51046376565678,1131,0.0,10000.0,2021-03-19,2026-03-19,yfinance,cpu_emulated_fallback
5y,aggr_adapt_t10_tr2_rv14_b85_m8_M30,S3_anchor_off,107468.50313374153,974.6850313374154,80.62382665546342,1140,-75.66762658182972,-7566.762658182983,4,107468.50313374153,974.6850313374154,80.62382665546342,1140,0.0,10000.0,2021-03-19,2026-03-19,yfinance,cpu_emulated_fallback
5y,aggr_adapt_t10_tr2_rv14_b85_m8_M30,S4_zero_costs,119702.62055589513,1097.0262055589512,80.50146641367368,1145,46.67354763970616,4667.354763970623,9,119702.62055589513,1097.0262055589512,80.50146641367368,1145,0.0,10000.0,2021-03-19,2026-03-19,yfinance,cpu_emulated_fallback
5y,aggr_adapt_t10_tr2_rv14_b85_m8_M30,S5_profit_exec_market_close,16043.492046069881,60.434920460698805,88.26904204418375,1151,-989.9177374585463,-98991.77374585463,15,16043.492046069881,60.434920460698805,88.26904204418375,1151,0.0,10000.0,2021-03-19,2026-03-19,yfinance,cpu_emulated_fallback
5y,aggr_adapt_t10_tr2_rv14_b85_m8_M30,S6_runtime_like_bundle,15283.711988387031,52.83711988387032,88.19037504358921,560,-997.5155380353748,-99751.55380353748,-576,15283.711988387031,52.83711988387032,88.19037504358921,560,0.0,10000.0,2021-03-19,2026-03-19,yfinance,cpu_emulated_fallback
