candidate_id,burst_ret3d_min,burst_rv20_max,burst_dd20_max,riskoff_rv20_min,riskoff_crossovers20_min,riskoff_dd20_min,router_days_v1_all,router_days_v2_all,router_days_m0106_all,1m_meta_final,1m_meta_return,1m_meta_dd,1m_best_baseline_final,1m_best_baseline_dd,2m_meta_final,2m_meta_return,2m_meta_dd,2m_best_baseline_final,2m_best_baseline_dd,6m_meta_final,6m_meta_return,6m_meta_dd,6m_best_baseline_final,6m_best_baseline_dd,1y_meta_final,1y_meta_return,1y_meta_dd,1y_best_baseline_final,1y_best_baseline_dd,wins_vs_best_baseline,avg_uplift_pct_vs_best_baseline,avg_dd_over_best_baseline_pct,ranking_score
MRV1-0054,0.1,100.0,12.0,100.0,7,18.0,330,859,1051,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14896.011472587821,48.9601147258782,29.161802670011888,25037.90044416518,17.360492864386565,25961.054886758808,159.61054886758808,29.161802670011866,45708.51371640169,17.36049286438656,0,-31.123047827417466,8.321536129146178,-336.1950866616132
MRV1-0056,0.1,100.0,12.0,100.0,9,18.0,330,896,1014,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14896.011472587821,48.9601147258782,29.161802670011888,25037.90044416518,17.360492864386565,25961.054886758808,159.61054886758808,29.161802670011866,45708.51371640169,17.36049286438656,0,-31.123047827417466,8.321536129146178,-336.1950866616132
MRV1-0082,0.1,140.0,12.0,80.0,7,18.0,330,859,1051,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14896.011472587821,48.9601147258782,29.161802670011888,25037.90044416518,17.360492864386565,25961.054886758808,159.61054886758808,29.161802670011866,45708.51371640169,17.36049286438656,0,-31.123047827417466,8.321536129146178,-336.1950866616132
MRV1-0084,0.1,140.0,12.0,80.0,9,18.0,330,896,1014,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14896.011472587821,48.9601147258782,29.161802670011888,25037.90044416518,17.360492864386565,25961.054886758808,159.61054886758808,29.161802670011866,45708.51371640169,17.36049286438656,0,-31.123047827417466,8.321536129146178,-336.1950866616132
MRV1-0086,0.1,140.0,12.0,100.0,7,18.0,330,859,1051,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14896.011472587821,48.9601147258782,29.161802670011888,25037.90044416518,17.360492864386565,25961.054886758808,159.61054886758808,29.161802670011866,45708.51371640169,17.36049286438656,0,-31.123047827417466,8.321536129146178,-336.1950866616132
MRV1-0066,0.1,120.0,12.0,80.0,7,18.0,330,859,1051,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14896.011472587821,48.9601147258782,29.161802670011888,25037.90044416518,17.360492864386565,25961.054886758808,159.61054886758808,29.161802670011866,45708.51371640169,17.36049286438656,0,-31.123047827417466,8.321536129146178,-336.1950866616132
MRV1-0068,0.1,120.0,12.0,80.0,9,18.0,330,896,1014,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14896.011472587821,48.9601147258782,29.161802670011888,25037.90044416518,17.360492864386565,25961.054886758808,159.61054886758808,29.161802670011866,45708.51371640169,17.36049286438656,0,-31.123047827417466,8.321536129146178,-336.1950866616132
MRV1-0088,0.1,140.0,12.0,100.0,9,18.0,330,896,1014,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14896.011472587821,48.9601147258782,29.161802670011888,25037.90044416518,17.360492864386565,25961.054886758808,159.61054886758808,29.161802670011866,45708.51371640169,17.36049286438656,0,-31.123047827417466,8.321536129146178,-336.1950866616132
MRV1-0070,0.1,120.0,12.0,100.0,7,18.0,330,859,1051,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14896.011472587821,48.9601147258782,29.161802670011888,25037.90044416518,17.360492864386565,25961.054886758808,159.61054886758808,29.161802670011866,45708.51371640169,17.36049286438656,0,-31.123047827417466,8.321536129146178,-336.1950866616132
MRV1-0072,0.1,120.0,12.0,100.0,9,18.0,330,896,1014,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14896.011472587821,48.9601147258782,29.161802670011888,25037.90044416518,17.360492864386565,25961.054886758808,159.61054886758808,29.161802670011866,45708.51371640169,17.36049286438656,0,-31.123047827417466,8.321536129146178,-336.1950866616132
MRV1-0004,0.08,100.0,12.0,80.0,9,18.0,363,863,1014,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14435.692199872545,44.356921998725454,26.734611598447273,25037.90044416518,17.360492864386565,25158.801617393,151.58801617393004,26.734611598447234,45708.51371640169,17.36049286438656,0,-32.021457963382794,7.1079405933638675,-341.53840141391953
MRV1-0020,0.08,120.0,12.0,80.0,9,18.0,363,863,1014,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14435.692199872545,44.356921998725454,26.734611598447273,25037.90044416518,17.360492864386565,25158.801617393,151.58801617393004,26.734611598447234,45708.51371640169,17.36049286438656,0,-32.021457963382794,7.1079405933638675,-341.53840141391953
MRV1-0018,0.08,120.0,12.0,80.0,7,18.0,363,826,1051,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14435.692199872545,44.356921998725454,26.734611598447273,25037.90044416518,17.360492864386565,25158.801617393,151.58801617393004,26.734611598447234,45708.51371640169,17.36049286438656,0,-32.021457963382794,7.1079405933638675,-341.53840141391953
MRV1-0008,0.08,100.0,12.0,100.0,9,18.0,363,863,1014,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14435.692199872545,44.356921998725454,26.734611598447273,25037.90044416518,17.360492864386565,25158.801617393,151.58801617393004,26.734611598447234,45708.51371640169,17.36049286438656,0,-32.021457963382794,7.1079405933638675,-341.53840141391953
MRV1-0002,0.08,100.0,12.0,80.0,7,18.0,363,826,1051,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14435.692199872545,44.356921998725454,26.734611598447273,25037.90044416518,17.360492864386565,25158.801617393,151.58801617393004,26.734611598447234,45708.51371640169,17.36049286438656,0,-32.021457963382794,7.1079405933638675,-341.53840141391953
MRV1-0024,0.08,120.0,12.0,100.0,9,18.0,363,863,1014,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14435.692199872545,44.356921998725454,26.734611598447273,25037.90044416518,17.360492864386565,25158.801617393,151.58801617393004,26.734611598447234,45708.51371640169,17.36049286438656,0,-32.021457963382794,7.1079405933638675,-341.53840141391953
MRV1-0006,0.08,100.0,12.0,100.0,7,18.0,363,826,1051,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14435.692199872545,44.356921998725454,26.734611598447273,25037.90044416518,17.360492864386565,25158.801617393,151.58801617393004,26.734611598447234,45708.51371640169,17.36049286438656,0,-32.021457963382794,7.1079405933638675,-341.53840141391953
MRV1-0022,0.08,120.0,12.0,100.0,7,18.0,363,826,1051,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14435.692199872545,44.356921998725454,26.734611598447273,25037.90044416518,17.360492864386565,25158.801617393,151.58801617393004,26.734611598447234,45708.51371640169,17.36049286438656,0,-32.021457963382794,7.1079405933638675,-341.53840141391953
MRV1-0034,0.08,140.0,12.0,80.0,7,18.0,363,826,1051,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14435.692199872545,44.356921998725454,26.734611598447273,25037.90044416518,17.360492864386565,25158.801617393,151.58801617393004,26.734611598447234,45708.51371640169,17.36049286438656,0,-32.021457963382794,7.1079405933638675,-341.53840141391953
MRV1-0038,0.08,140.0,12.0,100.0,7,18.0,363,826,1051,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14435.692199872545,44.356921998725454,26.734611598447273,25037.90044416518,17.360492864386565,25158.801617393,151.58801617393004,26.734611598447234,45708.51371640169,17.36049286438656,0,-32.021457963382794,7.1079405933638675,-341.53840141391953
MRV1-0036,0.08,140.0,12.0,80.0,9,18.0,363,863,1014,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14435.692199872545,44.356921998725454,26.734611598447273,25037.90044416518,17.360492864386565,25158.801617393,151.58801617393004,26.734611598447234,45708.51371640169,17.36049286438656,0,-32.021457963382794,7.1079405933638675,-341.53840141391953
MRV1-0040,0.08,140.0,12.0,100.0,9,18.0,363,863,1014,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14435.692199872545,44.356921998725454,26.734611598447273,25037.90044416518,17.360492864386565,25158.801617393,151.58801617393004,26.734611598447234,45708.51371640169,17.36049286438656,0,-32.021457963382794,7.1079405933638675,-341.53840141391953
MRV1-0097,0.12,100.0,12.0,80.0,7,14.0,310,601,1329,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14896.011472587821,48.9601147258782,29.161802670011888,25037.90044416518,17.360492864386565,21532.56811460017,115.32568114600168,29.161802670011852,45708.51371640169,17.36049286438656,0,-33.54518235559048,8.321536129146175,-360.4164319433433
MRV1-0113,0.12,120.0,12.0,80.0,7,14.0,310,601,1329,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14896.011472587821,48.9601147258782,29.161802670011888,25037.90044416518,17.360492864386565,21532.56811460017,115.32568114600168,29.161802670011852,45708.51371640169,17.36049286438656,0,-33.54518235559048,8.321536129146175,-360.4164319433433
MRV1-0115,0.12,120.0,12.0,80.0,9,14.0,310,615,1315,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14896.011472587821,48.9601147258782,29.161802670011888,25037.90044416518,17.360492864386565,21532.56811460017,115.32568114600168,29.161802670011852,45708.51371640169,17.36049286438656,0,-33.54518235559048,8.321536129146175,-360.4164319433433
MRV1-0099,0.12,100.0,12.0,80.0,9,14.0,310,615,1315,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14896.011472587821,48.9601147258782,29.161802670011888,25037.90044416518,17.360492864386565,21532.56811460017,115.32568114600168,29.161802670011852,45708.51371640169,17.36049286438656,0,-33.54518235559048,8.321536129146175,-360.4164319433433
MRV1-0101,0.12,100.0,12.0,100.0,7,14.0,310,601,1329,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14896.011472587821,48.9601147258782,29.161802670011888,25037.90044416518,17.360492864386565,21532.56811460017,115.32568114600168,29.161802670011852,45708.51371640169,17.36049286438656,0,-33.54518235559048,8.321536129146175,-360.4164319433433
MRV1-0103,0.12,100.0,12.0,100.0,9,14.0,310,615,1315,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14896.011472587821,48.9601147258782,29.161802670011888,25037.90044416518,17.360492864386565,21532.56811460017,115.32568114600168,29.161802670011852,45708.51371640169,17.36049286438656,0,-33.54518235559048,8.321536129146175,-360.4164319433433
MRV1-0117,0.12,120.0,12.0,100.0,7,14.0,310,601,1329,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14896.011472587821,48.9601147258782,29.161802670011888,25037.90044416518,17.360492864386565,21532.56811460017,115.32568114600168,29.161802670011852,45708.51371640169,17.36049286438656,0,-33.54518235559048,8.321536129146175,-360.4164319433433
MRV1-0119,0.12,120.0,12.0,100.0,9,14.0,310,615,1315,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14896.011472587821,48.9601147258782,29.161802670011888,25037.90044416518,17.360492864386565,21532.56811460017,115.32568114600168,29.161802670011852,45708.51371640169,17.36049286438656,0,-33.54518235559048,8.321536129146175,-360.4164319433433
MRV1-0129,0.12,140.0,12.0,80.0,7,14.0,310,601,1329,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14896.011472587821,48.9601147258782,29.161802670011888,25037.90044416518,17.360492864386565,21532.56811460017,115.32568114600168,29.161802670011852,45708.51371640169,17.36049286438656,0,-33.54518235559048,8.321536129146175,-360.4164319433433
MRV1-0131,0.12,140.0,12.0,80.0,9,14.0,310,615,1315,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14896.011472587821,48.9601147258782,29.161802670011888,25037.90044416518,17.360492864386565,21532.56811460017,115.32568114600168,29.161802670011852,45708.51371640169,17.36049286438656,0,-33.54518235559048,8.321536129146175,-360.4164319433433
MRV1-0133,0.12,140.0,12.0,100.0,7,14.0,310,601,1329,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14896.011472587821,48.9601147258782,29.161802670011888,25037.90044416518,17.360492864386565,21532.56811460017,115.32568114600168,29.161802670011852,45708.51371640169,17.36049286438656,0,-33.54518235559048,8.321536129146175,-360.4164319433433
MRV1-0135,0.12,140.0,12.0,100.0,9,14.0,310,615,1315,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14896.011472587821,48.9601147258782,29.161802670011888,25037.90044416518,17.360492864386565,21532.56811460017,115.32568114600168,29.161802670011852,45708.51371640169,17.36049286438656,0,-33.54518235559048,8.321536129146175,-360.4164319433433
MRV1-0145,0.14,100.0,12.0,80.0,7,14.0,296,615,1329,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14896.011472587821,48.9601147258782,29.161802670011888,25037.90044416518,17.360492864386565,21532.56811460017,115.32568114600168,29.161802670011852,45708.51371640169,17.36049286438656,0,-33.54518235559048,8.321536129146175,-360.4164319433433
MRV1-0147,0.14,100.0,12.0,80.0,9,14.0,296,629,1315,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14896.011472587821,48.9601147258782,29.161802670011888,25037.90044416518,17.360492864386565,21532.56811460017,115.32568114600168,29.161802670011852,45708.51371640169,17.36049286438656,0,-33.54518235559048,8.321536129146175,-360.4164319433433
MRV1-0149,0.14,100.0,12.0,100.0,7,14.0,296,615,1329,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14896.011472587821,48.9601147258782,29.161802670011888,25037.90044416518,17.360492864386565,21532.56811460017,115.32568114600168,29.161802670011852,45708.51371640169,17.36049286438656,0,-33.54518235559048,8.321536129146175,-360.4164319433433
MRV1-0151,0.14,100.0,12.0,100.0,9,14.0,296,629,1315,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14896.011472587821,48.9601147258782,29.161802670011888,25037.90044416518,17.360492864386565,21532.56811460017,115.32568114600168,29.161802670011852,45708.51371640169,17.36049286438656,0,-33.54518235559048,8.321536129146175,-360.4164319433433
MRV1-0161,0.14,120.0,12.0,80.0,7,14.0,296,615,1329,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14896.011472587821,48.9601147258782,29.161802670011888,25037.90044416518,17.360492864386565,21532.56811460017,115.32568114600168,29.161802670011852,45708.51371640169,17.36049286438656,0,-33.54518235559048,8.321536129146175,-360.4164319433433
MRV1-0165,0.14,120.0,12.0,100.0,7,14.0,296,615,1329,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14896.011472587821,48.9601147258782,29.161802670011888,25037.90044416518,17.360492864386565,21532.56811460017,115.32568114600168,29.161802670011852,45708.51371640169,17.36049286438656,0,-33.54518235559048,8.321536129146175,-360.4164319433433
MRV1-0163,0.14,120.0,12.0,80.0,9,14.0,296,629,1315,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14896.011472587821,48.9601147258782,29.161802670011888,25037.90044416518,17.360492864386565,21532.56811460017,115.32568114600168,29.161802670011852,45708.51371640169,17.36049286438656,0,-33.54518235559048,8.321536129146175,-360.4164319433433
MRV1-0167,0.14,120.0,12.0,100.0,9,14.0,296,629,1315,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14896.011472587821,48.9601147258782,29.161802670011888,25037.90044416518,17.360492864386565,21532.56811460017,115.32568114600168,29.161802670011852,45708.51371640169,17.36049286438656,0,-33.54518235559048,8.321536129146175,-360.4164319433433
MRV1-0177,0.14,140.0,12.0,80.0,7,14.0,296,615,1329,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14896.011472587821,48.9601147258782,29.161802670011888,25037.90044416518,17.360492864386565,21532.56811460017,115.32568114600168,29.161802670011852,45708.51371640169,17.36049286438656,0,-33.54518235559048,8.321536129146175,-360.4164319433433
MRV1-0179,0.14,140.0,12.0,80.0,9,14.0,296,629,1315,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14896.011472587821,48.9601147258782,29.161802670011888,25037.90044416518,17.360492864386565,21532.56811460017,115.32568114600168,29.161802670011852,45708.51371640169,17.36049286438656,0,-33.54518235559048,8.321536129146175,-360.4164319433433
MRV1-0181,0.14,140.0,12.0,100.0,7,14.0,296,615,1329,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14896.011472587821,48.9601147258782,29.161802670011888,25037.90044416518,17.360492864386565,21532.56811460017,115.32568114600168,29.161802670011852,45708.51371640169,17.36049286438656,0,-33.54518235559048,8.321536129146175,-360.4164319433433
MRV1-0183,0.14,140.0,12.0,100.0,9,14.0,296,629,1315,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14896.011472587821,48.9601147258782,29.161802670011888,25037.90044416518,17.360492864386565,21532.56811460017,115.32568114600168,29.161802670011852,45708.51371640169,17.36049286438656,0,-33.54518235559048,8.321536129146175,-360.4164319433433
MRV1-0049,0.1,100.0,12.0,80.0,7,14.0,330,581,1329,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14896.011472587821,48.9601147258782,29.161802670011888,25037.90044416518,17.360492864386565,20575.69777739859,105.75697777398587,29.161802670011873,45708.51371640169,17.36049286438656,0,-34.06853690127669,8.321536129146182,-365.6499774002054
MRV1-0051,0.1,100.0,12.0,80.0,9,14.0,330,595,1315,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14896.011472587821,48.9601147258782,29.161802670011888,25037.90044416518,17.360492864386565,20575.69777739859,105.75697777398587,29.161802670011873,45708.51371640169,17.36049286438656,0,-34.06853690127669,8.321536129146182,-365.6499774002054
MRV1-0053,0.1,100.0,12.0,100.0,7,14.0,330,581,1329,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14896.011472587821,48.9601147258782,29.161802670011888,25037.90044416518,17.360492864386565,20575.69777739859,105.75697777398587,29.161802670011873,45708.51371640169,17.36049286438656,0,-34.06853690127669,8.321536129146182,-365.6499774002054
MRV1-0055,0.1,100.0,12.0,100.0,9,14.0,330,595,1315,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14896.011472587821,48.9601147258782,29.161802670011888,25037.90044416518,17.360492864386565,20575.69777739859,105.75697777398587,29.161802670011873,45708.51371640169,17.36049286438656,0,-34.06853690127669,8.321536129146182,-365.6499774002054
MRV1-0065,0.1,120.0,12.0,80.0,7,14.0,330,581,1329,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14896.011472587821,48.9601147258782,29.161802670011888,25037.90044416518,17.360492864386565,20575.69777739859,105.75697777398587,29.161802670011873,45708.51371640169,17.36049286438656,0,-34.06853690127669,8.321536129146182,-365.6499774002054
MRV1-0081,0.1,140.0,12.0,80.0,7,14.0,330,581,1329,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14896.011472587821,48.9601147258782,29.161802670011888,25037.90044416518,17.360492864386565,20575.69777739859,105.75697777398587,29.161802670011873,45708.51371640169,17.36049286438656,0,-34.06853690127669,8.321536129146182,-365.6499774002054
MRV1-0083,0.1,140.0,12.0,80.0,9,14.0,330,595,1315,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14896.011472587821,48.9601147258782,29.161802670011888,25037.90044416518,17.360492864386565,20575.69777739859,105.75697777398587,29.161802670011873,45708.51371640169,17.36049286438656,0,-34.06853690127669,8.321536129146182,-365.6499774002054
MRV1-0071,0.1,120.0,12.0,100.0,9,14.0,330,595,1315,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14896.011472587821,48.9601147258782,29.161802670011888,25037.90044416518,17.360492864386565,20575.69777739859,105.75697777398587,29.161802670011873,45708.51371640169,17.36049286438656,0,-34.06853690127669,8.321536129146182,-365.6499774002054
MRV1-0085,0.1,140.0,12.0,100.0,7,14.0,330,581,1329,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14896.011472587821,48.9601147258782,29.161802670011888,25037.90044416518,17.360492864386565,20575.69777739859,105.75697777398587,29.161802670011873,45708.51371640169,17.36049286438656,0,-34.06853690127669,8.321536129146182,-365.6499774002054
MRV1-0069,0.1,120.0,12.0,100.0,7,14.0,330,581,1329,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14896.011472587821,48.9601147258782,29.161802670011888,25037.90044416518,17.360492864386565,20575.69777739859,105.75697777398587,29.161802670011873,45708.51371640169,17.36049286438656,0,-34.06853690127669,8.321536129146182,-365.6499774002054
MRV1-0087,0.1,140.0,12.0,100.0,9,14.0,330,595,1315,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14896.011472587821,48.9601147258782,29.161802670011888,25037.90044416518,17.360492864386565,20575.69777739859,105.75697777398587,29.161802670011873,45708.51371640169,17.36049286438656,0,-34.06853690127669,8.321536129146182,-365.6499774002054
MRV1-0067,0.1,120.0,12.0,80.0,9,14.0,330,595,1315,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14896.011472587821,48.9601147258782,29.161802670011888,25037.90044416518,17.360492864386565,20575.69777739859,105.75697777398587,29.161802670011873,45708.51371640169,17.36049286438656,0,-34.06853690127669,8.321536129146182,-365.6499774002054
MRV1-0005,0.08,100.0,12.0,100.0,7,14.0,363,548,1329,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14435.692199872545,44.356921998725454,26.734611598447273,25037.90044416518,17.360492864386565,19939.863799025858,99.39863799025856,26.73461159844727,45708.51371640169,17.36049286438656,0,-34.87592499481376,7.107940593363876,-370.08307172822924
MRV1-0021,0.08,120.0,12.0,100.0,7,14.0,363,548,1329,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14435.692199872545,44.356921998725454,26.734611598447273,25037.90044416518,17.360492864386565,19939.863799025858,99.39863799025856,26.73461159844727,45708.51371640169,17.36049286438656,0,-34.87592499481376,7.107940593363876,-370.08307172822924
