rule,rule_size,final_equity,pnl,return_pct,maxdd_pct,active_days,exposure_pct,win_rate_when_active_pct,switches,delta_pnl_vs_baseline,delta_return_pct_vs_baseline,delta_maxdd_pct_vs_baseline,pnl_per_maxdd
SOXL_RSI14_lag1_lt_40 & SOXL_ATRpct_lag1_gt_q40 & SOXL_ATRpct_lag1_gt_q50,3,21005.31959896419,11005.31959896419,110.05319598964189,24.888220845542705,34,13.492063492063492,70.58823529411765,14,-16902.1806462205,-169.02180646220495,-15.102999714615137,442.18988843210786
SOXL_RSI14_lag1_lt_40 & SOXL_ATRpct_lag1_gt_q40 & SOXL_ATRpct_lag1_gt_q60,3,21005.31959896419,11005.31959896419,110.05319598964189,24.888220845542705,34,13.492063492063492,70.58823529411765,14,-16902.1806462205,-169.02180646220495,-15.102999714615137,442.18988843210786
SOXL_RSI14_lag1_lt_40 & SOXL_ATRpct_lag1_gt_q50 & SOXL_ATRpct_lag1_gt_q60,3,21005.31959896419,11005.31959896419,110.05319598964189,24.888220845542705,34,13.492063492063492,70.58823529411765,14,-16902.1806462205,-169.02180646220495,-15.102999714615137,442.18988843210786
SOXL_RSI14_lag1_lt_40 & SOXL_ATRpct_lag1_gt_q50 & SOXL_Px_lt_EMA20_lag1,3,21005.31959896419,11005.31959896419,110.05319598964189,24.888220845542705,34,13.492063492063492,70.58823529411765,14,-16902.1806462205,-169.02180646220495,-15.102999714615137,442.18988843210786
SOXL_RSI14_lag1_lt_40 & SOXL_ATRpct_lag1_gt_q60 & SOXL_Px_lt_EMA20_lag1,3,21005.31959896419,11005.31959896419,110.05319598964189,24.888220845542705,34,13.492063492063492,70.58823529411765,14,-16902.1806462205,-169.02180646220495,-15.102999714615137,442.18988843210786
SOXL_VolZ20_lag1_gt_1.0 & SOXS_VolZ20_lag1_gt_1.0 & SOXL_ATRpct_lag1_gt_q50,3,20905.181950048416,10905.181950048416,109.05181950048414,8.924440427519013,20,7.936507936507936,70.0,18,-17002.318295136272,-170.02318295136268,-31.06678013263883,1221.9457386282368
SOXL_VolZ20_lag1_gt_1.0 & SOXS_VolZ20_lag1_gt_1.0 & SOXL_ATRpct_lag1_gt_q60,3,20905.181950048416,10905.181950048416,109.05181950048414,8.924440427519013,20,7.936507936507936,70.0,18,-17002.318295136272,-170.02318295136268,-31.06678013263883,1221.9457386282368
SOXS_VolZ20_lag1_gt_1.0 & SOXL_ATRpct_lag1_gt_q60 & SOXL_Px_lt_EMA20_lag1,3,20777.524510044423,10777.524510044423,107.77524510044421,8.924440427519013,23,9.126984126984127,65.21739130434783,22,-17129.975735140266,-171.29975735140263,-31.06678013263883,1207.6414871694724
SOXL_VolZ20_lag1_gt_1.0 & SOXL_ATRpct_lag1_gt_q50,2,20774.629109128633,10774.629109128633,107.74629109128635,9.542634077283468,23,9.126984126984127,65.21739130434783,18,-17132.871136056056,-171.32871136056048,-30.448586482874376,1129.104293622446
SOXL_VolZ20_lag1_gt_1.0 & SOXL_ATRpct_lag1_gt_q60,2,20774.629109128633,10774.629109128633,107.74629109128635,9.542634077283468,23,9.126984126984127,65.21739130434783,18,-17132.871136056056,-171.32871136056048,-30.448586482874376,1129.104293622446
SOXL_VolZ20_lag1_gt_0.5 & SOXL_VolZ20_lag1_gt_1.0 & SOXL_ATRpct_lag1_gt_q50,3,20774.629109128633,10774.629109128633,107.74629109128635,9.542634077283468,23,9.126984126984127,65.21739130434783,18,-17132.871136056056,-171.32871136056048,-30.448586482874376,1129.104293622446
SOXL_VolZ20_lag1_gt_0.5 & SOXL_VolZ20_lag1_gt_1.0 & SOXL_ATRpct_lag1_gt_q60,3,20774.629109128633,10774.629109128633,107.74629109128635,9.542634077283468,23,9.126984126984127,65.21739130434783,18,-17132.871136056056,-171.32871136056048,-30.448586482874376,1129.104293622446
SOXL_VolZ20_lag1_gt_1.0 & SOXL_ATRpct_lag1_gt_q40 & SOXL_ATRpct_lag1_gt_q50,3,20774.629109128633,10774.629109128633,107.74629109128635,9.542634077283468,23,9.126984126984127,65.21739130434783,18,-17132.871136056056,-171.32871136056048,-30.448586482874376,1129.104293622446
SOXL_VolZ20_lag1_gt_1.0 & SOXL_ATRpct_lag1_gt_q40 & SOXL_ATRpct_lag1_gt_q60,3,20774.629109128633,10774.629109128633,107.74629109128635,9.542634077283468,23,9.126984126984127,65.21739130434783,18,-17132.871136056056,-171.32871136056048,-30.448586482874376,1129.104293622446
SOXL_VolZ20_lag1_gt_1.0 & SOXL_ATRpct_lag1_gt_q50 & SOXL_ATRpct_lag1_gt_q60,3,20774.629109128633,10774.629109128633,107.74629109128635,9.542634077283468,23,9.126984126984127,65.21739130434783,18,-17132.871136056056,-171.32871136056048,-30.448586482874376,1129.104293622446
SOXL_VolZ20_lag1_gt_1.0 & SOXS_VolZ20_lag1_gt_1.0,2,20766.912204198594,10766.912204198594,107.66912204198596,9.961719171235739,28,11.11111111111111,67.85714285714286,32,-17140.588040986095,-171.40588040986088,-30.029501388922103,1080.8287223442148
SOXL_VolZ20_lag1_gt_0.5 & SOXL_VolZ20_lag1_gt_1.0 & SOXS_VolZ20_lag1_gt_1.0,3,20766.912204198594,10766.912204198594,107.66912204198596,9.961719171235739,28,11.11111111111111,67.85714285714286,32,-17140.588040986095,-171.40588040986088,-30.029501388922103,1080.8287223442148
SOXL_VolZ20_lag1_gt_1.0 & SOXS_VolZ20_lag1_gt_0.5 & SOXS_VolZ20_lag1_gt_1.0,3,20766.912204198594,10766.912204198594,107.66912204198596,9.961719171235739,28,11.11111111111111,67.85714285714286,32,-17140.588040986095,-171.40588040986088,-30.029501388922103,1080.8287223442148
SOXL_RSI14_lag1_lt_40 & SOXS_RSI14_lag1_gt_55 & SOXL_ATRpct_lag1_gt_q50,3,20728.432840634014,10728.432840634014,107.28432840634015,18.562852028205054,24,9.523809523809524,79.16666666666666,14,-17179.067404550675,-171.7906740455067,-21.42836853195279,577.9517513975144
SOXL_RSI14_lag1_lt_40 & SOXS_RSI14_lag1_gt_55 & SOXL_ATRpct_lag1_gt_q60,3,20728.432840634014,10728.432840634014,107.28432840634015,18.562852028205054,24,9.523809523809524,79.16666666666666,14,-17179.067404550675,-171.7906740455067,-21.42836853195279,577.9517513975144
SOXL_VolZ20_lag1_gt_0.5 & SOXS_VolZ20_lag1_gt_1.0 & SOXL_ATRpct_lag1_gt_q50,3,20686.724970129144,10686.724970129144,106.86724970129143,8.924440427519013,24,9.523809523809524,66.66666666666666,24,-17220.775275055545,-172.20775275055541,-31.06678013263883,1197.4672313544754
SOXL_VolZ20_lag1_gt_0.5 & SOXS_VolZ20_lag1_gt_1.0 & SOXL_ATRpct_lag1_gt_q60,3,20686.724970129144,10686.724970129144,106.86724970129143,8.924440427519013,24,9.523809523809524,66.66666666666666,24,-17220.775275055545,-172.20775275055541,-31.06678013263883,1197.4672313544754
SOXL_VolZ20_lag1_gt_1.0 & SOXL_Px_lt_EMA20_lag1,2,20600.86144713782,10600.86144713782,106.0086144713782,8.924440427519013,25,9.920634920634921,68.0,24,-17306.638798046868,-173.06638798046865,-31.06678013263883,1187.8460653341883
SOXL_VolZ20_lag1_gt_0.5 & SOXL_VolZ20_lag1_gt_1.0 & SOXL_Px_lt_EMA20_lag1,3,20600.86144713782,10600.86144713782,106.0086144713782,8.924440427519013,25,9.920634920634921,68.0,24,-17306.638798046868,-173.06638798046865,-31.06678013263883,1187.8460653341883
SOXL_VolZ20_lag1_gt_1.0 & SOXS_VolZ20_lag1_gt_0.5 & SOXL_Px_lt_EMA20_lag1,3,20587.269739457115,10587.269739457115,105.87269739457116,8.924440427519013,23,9.126984126984127,69.56521739130434,22,-17320.230505727573,-173.20230505727568,-31.06678013263883,1186.3230894354647
SOXL_VolZ20_lag1_gt_0.5 & SOXL_ATRpct_lag1_gt_q40 & SOXL_Px_lt_EMA20_lag1,3,20555.59807334243,10555.59807334243,105.55598073342432,11.358119330522543,31,12.3015873015873,61.29032258064516,24,-17351.90217184226,-173.51902171842252,-28.6331012296353,929.3438258723424
SOXS_VolZ20_lag1_gt_0.5 & SOXL_ATRpct_lag1_gt_q60 & SOXL_Px_lt_EMA20_lag1,3,20478.78028835174,10478.78028835174,104.78780288351741,11.35811933052255,28,11.11111111111111,60.71428571428571,20,-17428.71995683295,-174.2871995683294,-28.633101229635294,922.5805772432966
SOXL_RSI14_lag1_lt_45 & SOXL_VolZ20_lag1_gt_0.5 & SOXL_MACD_hist_lag1_lt_0,3,20122.8865113789,10122.8865113789,101.22886511378901,12.935900299481737,27,10.714285714285714,70.37037037037037,20,-17784.61373380579,-177.84613733805782,-27.055320260676105,782.542094251025
SOXL_VolZ20_lag1_gt_0.5 & SOXS_VolZ20_lag1_gt_1.0 & SOXL_MACD_hist_lag1_lt_0,3,20070.252390826983,10070.252390826983,100.70252390826981,8.924440427519013,26,10.317460317460316,65.38461538461539,28,-17837.247854357705,-178.37247854357702,-31.06678013263883,1128.3903425221815
SOXS_VolZ20_lag1_gt_0.5 & SOXL_ATRpct_lag1_gt_q60 & SOXL_MACD_hist_lag1_lt_0,3,20021.86320384295,10021.86320384295,100.21863203842952,27.527022481420953,38,15.079365079365079,60.526315789473685,28,-17885.63704134174,-178.85637041341732,-12.464198078736889,364.0736374813909
SOXL_VolZ20_lag1_gt_1.0 & SOXS_VolZ20_lag1_gt_1.0 & SOXL_MACD_hist_lag1_lt_0,3,19999.905421645202,9999.905421645202,99.99905421645204,8.924440427519013,22,8.73015873015873,68.18181818181817,22,-17907.594823539486,-179.0759482353948,-31.06678013263883,1120.507834957353
SOXL_VolZ20_lag1_gt_0.5 & SOXL_MACD_hist_lag1_lt_0 & SOXL_Px_lt_EMA20_lag1,3,19942.47259385692,9942.47259385692,99.42472593856921,11.358119330522536,34,13.492063492063492,61.76470588235294,26,-17965.027651327768,-179.65027651327762,-28.633101229635308,875.36257583935
SOXL_VolZ20_lag1_gt_0.5 & SOXL_ATRpct_lag1_gt_q50 & SOXL_Px_lt_EMA20_lag1,3,19849.59809078014,9849.598090780139,98.49598090780138,11.358119330522538,30,11.904761904761903,60.0,22,-18057.90215440455,-180.57902154404547,-28.633101229635304,867.1856496798226
SOXL_VolZ20_lag1_gt_0.5 & SOXL_ATRpct_lag1_gt_q60 & SOXL_Px_lt_EMA20_lag1,3,19849.59809078014,9849.598090780139,98.49598090780138,11.358119330522538,30,11.904761904761903,60.0,22,-18057.90215440455,-180.57902154404547,-28.633101229635304,867.1856496798226
SOXL_VolZ20_lag1_gt_1.0 & SOXL_ATRpct_lag1_gt_q40 & SOXL_Px_lt_EMA20_lag1,3,19833.970463240545,9833.970463240545,98.33970463240544,8.924440427519013,22,8.73015873015873,68.18181818181817,20,-18073.529781944144,-180.7352978194414,-31.06678013263883,1101.9145170062366
SOXL_VolZ20_lag1_gt_0.5 & SOXL_MACD_hist_lag1_lt_0,2,19806.321045116125,9806.321045116125,98.06321045116124,24.690677883781124,46,18.253968253968253,58.69565217391305,44,-18101.179200068564,-181.0117920006856,-15.300542676376718,397.16694257137937
SOXL_RSI14_lag1_lt_45 & SOXL_VolZ20_lag1_gt_0.5,2,19733.148787353046,9733.148787353046,97.33148787353045,12.935900299481734,28,11.11111111111111,67.85714285714286,22,-18174.351457831643,-181.7435145783164,-27.05532026067611,752.4137139293657
SOXL_RSI14_lag1_lt_45 & SOXL_VolZ20_lag1_gt_0.5 & SOXL_Px_lt_EMA20_lag1,3,19733.148787353046,9733.148787353046,97.33148787353045,12.935900299481734,28,11.11111111111111,67.85714285714286,22,-18174.351457831643,-181.7435145783164,-27.05532026067611,752.4137139293657
SOXL_VolZ20_lag1_gt_0.5 & SOXS_VolZ20_lag1_gt_0.5 & SOXL_ATRpct_lag1_gt_q40,3,19683.830268052407,9683.830268052407,96.83830268052407,21.95205242621711,34,13.492063492063492,64.70588235294117,32,-18223.669977132282,-182.23669977132278,-18.03916813394073,441.13552938162206
SOXL_VolZ20_lag1_gt_1.0 & SOXL_ATRpct_lag1_gt_q40 & SOXL_MACD_hist_lag1_lt_0,3,19650.29067421197,9650.29067421197,96.5029067421197,9.542634077283482,23,9.126984126984127,65.21739130434783,18,-18257.20957097272,-182.57209570972714,-30.44858648287436,1011.2816436275983
SOXL_VolZ20_lag1_gt_1.0 & SOXL_ATRpct_lag1_gt_q50 & SOXL_Px_lt_EMA20_lag1,3,19152.755411689777,9152.755411689777,91.52755411689778,8.924440427519013,21,8.333333333333332,66.66666666666666,18,-18754.74483349491,-187.54744833494908,-31.06678013263883,1025.5831148210416
SOXL_VolZ20_lag1_gt_1.0 & SOXL_ATRpct_lag1_gt_q60 & SOXL_Px_lt_EMA20_lag1,3,19152.755411689777,9152.755411689777,91.52755411689778,8.924440427519013,21,8.333333333333332,66.66666666666666,18,-18754.74483349491,-187.54744833494908,-31.06678013263883,1025.5831148210416
SOXL_MACD_hist_lag1_lt_0 & SOXS_ret1_lag1_gt_0.01,2,19069.27415269176,9069.27415269176,90.6927415269176,14.200638489427106,46,18.253968253968253,63.04347826086957,62,-18838.22609249293,-188.38226092492926,-25.790582070730736,638.6525619565743
SOXL_MACD_hist_lag1_lt_0 & SOXL_ret1_lag1_lt_-0.01 & SOXS_ret1_lag1_gt_0.01,3,19069.27415269176,9069.27415269176,90.6927415269176,14.200638489427106,46,18.253968253968253,63.04347826086957,62,-18838.22609249293,-188.38226092492926,-25.790582070730736,638.6525619565743
SOXL_VolZ20_lag1_gt_1.0 & SOXS_VolZ20_lag1_gt_1.0 & SOXL_Px_lt_EMA20_lag1,3,19040.087928415564,9040.087928415564,90.40087928415564,8.924440427519013,21,8.333333333333332,66.66666666666666,22,-18867.412316769125,-188.67412316769122,-31.06678013263883,1012.9585156442913
SOXL_VolZ20_lag1_gt_0.5 & SOXL_ATRpct_lag1_gt_q50,2,19013.904836666985,9013.904836666985,90.13904836666984,21.952052426217108,36,14.285714285714285,58.333333333333336,30,-18893.595408517704,-188.935954085177,-18.039168133940734,410.61786213218824
SOXL_VolZ20_lag1_gt_0.5 & SOXL_ATRpct_lag1_gt_q60,2,19013.904836666985,9013.904836666985,90.13904836666984,21.952052426217108,36,14.285714285714285,58.333333333333336,30,-18893.595408517704,-188.935954085177,-18.039168133940734,410.61786213218824
SOXL_VolZ20_lag1_gt_0.5 & SOXL_ATRpct_lag1_gt_q40 & SOXL_ATRpct_lag1_gt_q50,3,19013.904836666985,9013.904836666985,90.13904836666984,21.952052426217108,36,14.285714285714285,58.333333333333336,30,-18893.595408517704,-188.935954085177,-18.039168133940734,410.61786213218824
SOXL_VolZ20_lag1_gt_0.5 & SOXL_ATRpct_lag1_gt_q40 & SOXL_ATRpct_lag1_gt_q60,3,19013.904836666985,9013.904836666985,90.13904836666984,21.952052426217108,36,14.285714285714285,58.333333333333336,30,-18893.595408517704,-188.935954085177,-18.039168133940734,410.61786213218824
SOXL_VolZ20_lag1_gt_0.5 & SOXL_ATRpct_lag1_gt_q50 & SOXL_ATRpct_lag1_gt_q60,3,19013.904836666985,9013.904836666985,90.13904836666984,21.952052426217108,36,14.285714285714285,58.333333333333336,30,-18893.595408517704,-188.935954085177,-18.039168133940734,410.61786213218824
SOXL_Px_lt_EMA20_lag1 & SOXL_ret1_lag1_lt_-0.01,2,18998.623735114514,8998.623735114514,89.98623735114512,14.200638489427098,44,17.46031746031746,59.09090909090909,51,-18908.876510070175,-189.08876510070172,-25.790582070730743,633.6774041402662
SOXL_Px_lt_EMA20_lag1 & SOXS_ret1_lag1_gt_0.01,2,18998.623735114514,8998.623735114514,89.98623735114512,14.200638489427098,44,17.46031746031746,59.09090909090909,51,-18908.876510070175,-189.08876510070172,-25.790582070730743,633.6774041402662
SOXL_Px_lt_EMA20_lag1 & SOXL_ret1_lag1_lt_-0.01 & SOXS_ret1_lag1_gt_0.01,3,18998.623735114514,8998.623735114514,89.98623735114512,14.200638489427098,44,17.46031746031746,59.09090909090909,51,-18908.876510070175,-189.08876510070172,-25.790582070730743,633.6774041402662
SOXL_VolZ20_lag1_gt_1.0 & SOXL_ATRpct_lag1_gt_q50 & SOXL_MACD_hist_lag1_lt_0,3,18975.384265561723,8975.384265561723,89.75384265561723,9.542634077283477,22,8.73015873015873,63.63636363636363,16,-18932.115979622966,-189.3211597962296,-30.448586482874365,940.5562649549657
SOXL_VolZ20_lag1_gt_1.0 & SOXL_ATRpct_lag1_gt_q60 & SOXL_MACD_hist_lag1_lt_0,3,18975.384265561723,8975.384265561723,89.75384265561723,9.542634077283477,22,8.73015873015873,63.63636363636363,16,-18932.115979622966,-189.3211597962296,-30.448586482874365,940.5562649549657
SOXL_RSI14_lag1_lt_35 & SOXL_ATRpct_lag1_gt_q40,2,18962.15476349878,8962.15476349878,89.62154763498779,10.05363793218541,22,8.73015873015873,72.72727272727273,14,-18945.34548168591,-189.45345481685905,-29.937582627972432,891.4340086594536
SOXL_RSI14_lag1_lt_35 & SOXL_RSI14_lag1_lt_40 & SOXL_ATRpct_lag1_gt_q40,3,18962.15476349878,8962.15476349878,89.62154763498779,10.05363793218541,22,8.73015873015873,72.72727272727273,14,-18945.34548168591,-189.45345481685905,-29.937582627972432,891.4340086594536
SOXL_RSI14_lag1_lt_35 & SOXL_RSI14_lag1_lt_45 & SOXL_ATRpct_lag1_gt_q40,3,18962.15476349878,8962.15476349878,89.62154763498779,10.05363793218541,22,8.73015873015873,72.72727272727273,14,-18945.34548168591,-189.45345481685905,-29.937582627972432,891.4340086594536
SOXL_RSI14_lag1_lt_35 & SOXL_ATRpct_lag1_gt_q40 & SOXL_Px_lt_EMA20_lag1,3,18962.15476349878,8962.15476349878,89.62154763498779,10.05363793218541,22,8.73015873015873,72.72727272727273,14,-18945.34548168591,-189.45345481685905,-29.937582627972432,891.4340086594536
SOXL_Px_lt_EMA20_lag1 & SOXL_ret1_lag1_lt_-0.02,2,18948.33712589335,8948.337125893351,89.4833712589335,17.021058553822797,35,13.88888888888889,62.857142857142854,54,-18959.163119291337,-189.59163119291333,-22.970162006335045,525.721540619671
SOXL_Px_lt_EMA20_lag1 & SOXL_ret1_lag1_lt_-0.01 & SOXL_ret1_lag1_lt_-0.02,3,18948.33712589335,8948.337125893351,89.4833712589335,17.021058553822797,35,13.88888888888889,62.857142857142854,54,-18959.163119291337,-189.59163119291333,-22.970162006335045,525.721540619671
SOXL_Px_lt_EMA20_lag1 & SOXL_ret1_lag1_lt_-0.02 & SOXS_ret1_lag1_gt_0.01,3,18948.33712589335,8948.337125893351,89.4833712589335,17.021058553822797,35,13.88888888888889,62.857142857142854,54,-18959.163119291337,-189.59163119291333,-22.970162006335045,525.721540619671
SOXL_Px_lt_EMA20_lag1 & SOXL_ret1_lag1_lt_-0.02 & SOXS_ret1_lag1_gt_0.02,3,18948.33712589335,8948.337125893351,89.4833712589335,17.021058553822797,35,13.88888888888889,62.857142857142854,54,-18959.163119291337,-189.59163119291333,-22.970162006335045,525.721540619671
SOXL_RSI14_lag1_lt_45 & SOXL_VolZ20_lag1_gt_0.5 & SOXL_ATRpct_lag1_gt_q40,3,18929.582238755906,8929.582238755906,89.29582238755907,15.210740446165493,25,9.920634920634921,68.0,18,-18977.918006428783,-189.77918006428777,-24.780480113992347,587.0576958669348
SOXL_VolZ20_lag1_gt_0.5 & SOXS_VolZ20_lag1_gt_0.5,2,18921.217478314367,8921.217478314367,89.21217478314367,23.063685103118225,43,17.063492063492063,60.46511627906976,48,-18986.28276687032,-189.86282766870318,-16.927535457039617,386.80798139704973
SOXL_VolZ20_lag1_gt_1.0 & SOXL_MACD_hist_lag1_lt_0 & SOXL_Px_lt_EMA20_lag1,3,18816.66623782302,8816.666237823021,88.16666237823021,8.924440427519013,24,9.523809523809524,66.66666666666666,22,-19090.834007361667,-190.9083400736166,-31.06678013263883,987.9237033883196
SOXL_MACD_hist_lag1_lt_0 & SOXL_Px_lt_EMA20_lag1 & SOXL_ret1_lag1_lt_-0.01,3,18794.32736034588,8794.32736034588,87.94327360345879,14.200638489427106,34,13.492063492063492,64.70588235294117,46,-19113.17288483881,-191.13172884838804,-25.790582070730736,619.2909823662914
SOXL_MACD_hist_lag1_lt_0 & SOXL_Px_lt_EMA20_lag1 & SOXS_ret1_lag1_gt_0.01,3,18794.32736034588,8794.32736034588,87.94327360345879,14.200638489427106,34,13.492063492063492,64.70588235294117,46,-19113.17288483881,-191.13172884838804,-25.790582070730736,619.2909823662914
SOXS_VolZ20_lag1_gt_0.5,1,18721.29307324531,8721.29307324531,87.21293073245309,35.86625529087685,102,40.476190476190474,51.9607843137255,80,-19186.20717193938,-191.86207171939375,-4.124965269280992,243.16151776970452
SOXL_VolZ20_lag1_gt_0.5 & SOXL_ATRpct_lag1_gt_q40 & SOXL_MACD_hist_lag1_lt_0,3,18626.106167780257,8626.106167780257,86.26106167780256,24.644195830139527,34,13.492063492063492,61.76470588235294,26,-19281.39407740443,-192.81394077404428,-15.347024730018315,350.0258733227011
SOXL_MACD_hist_lag1_lt_0 & SOXL_Px_lt_EMA20_lag1 & SOXL_ret1_lag1_lt_-0.02,3,18603.398689104364,8603.398689104364,86.03398689104364,14.200638489427106,27,10.714285714285714,66.66666666666666,42,-19304.101556080324,-193.0410155608032,-25.790582070730736,605.8459058379599
SOXL_ATRpct_lag1_gt_q40 & SOXL_ret1_lag1_lt_-0.02,2,18563.749997429248,8563.749997429248,85.63749997429248,21.074882444654282,47,18.650793650793652,57.446808510638306,74,-19343.75024775544,-193.43750247755435,-18.91633811550356,406.348648440574
SOXL_ATRpct_lag1_gt_q40 & SOXL_ret1_lag1_lt_-0.01 & SOXL_ret1_lag1_lt_-0.02,3,18563.749997429248,8563.749997429248,85.63749997429248,21.074882444654282,47,18.650793650793652,57.446808510638306,74,-19343.75024775544,-193.43750247755435,-18.91633811550356,406.348648440574
SOXL_ATRpct_lag1_gt_q40 & SOXL_ret1_lag1_lt_-0.02 & SOXS_ret1_lag1_gt_0.01,3,18563.749997429248,8563.749997429248,85.63749997429248,21.074882444654282,47,18.650793650793652,57.446808510638306,74,-19343.75024775544,-193.43750247755435,-18.91633811550356,406.348648440574
SOXL_ATRpct_lag1_gt_q40 & SOXL_ret1_lag1_lt_-0.02 & SOXS_ret1_lag1_gt_0.02,3,18563.749997429248,8563.749997429248,85.63749997429248,21.074882444654282,47,18.650793650793652,57.446808510638306,74,-19343.75024775544,-193.43750247755435,-18.91633811550356,406.348648440574
SOXL_VolZ20_lag1_gt_0.5 & SOXS_VolZ20_lag1_gt_0.5 & SOXL_Px_lt_EMA20_lag1,3,18549.393034656532,8549.393034656532,85.49393034656532,11.358119330522538,28,11.11111111111111,60.71428571428571,22,-19358.107210528156,-193.58107210528152,-28.633101229635304,752.7120279218982
SOXL_VolZ20_lag1_gt_0.5,1,18448.501168370098,8448.501168370098,84.48501168370098,23.06368510311824,58,23.015873015873016,56.896551724137936,64,-19458.99907681459,-194.58999076814587,-16.927535457039603,366.3118504522007
SOXS_RSI14_lag1_gt_55 & SOXL_VolZ20_lag1_gt_0.5 & SOXL_MACD_hist_lag1_lt_0,3,18414.73888983321,8414.73888983321,84.14738889833211,12.174453824011897,22,8.73015873015873,77.27272727272727,18,-19492.76135535148,-194.92761355351473,-27.816766736145944,691.1799914372066
SOXL_ATRpct_lag1_gt_q40 & SOXL_Px_lt_EMA20_lag1 & SOXL_ret1_lag1_lt_-0.02,3,18373.282111667922,8373.282111667922,83.73282111667923,17.021058553822797,31,12.3015873015873,64.51612903225806,50,-19534.218133516766,-195.3421813351676,-22.970162006335045,491.9366257504207
SOXL_ATRpct_lag1_gt_q40 & SOXL_Px_lt_EMA20_lag1 & SOXS_ret1_lag1_gt_0.02,3,18373.282111667922,8373.282111667922,83.73282111667923,17.021058553822797,31,12.3015873015873,64.51612903225806,50,-19534.218133516766,-195.3421813351676,-22.970162006335045,491.9366257504207
SOXL_RSI14_lag1_lt_45 & SOXL_VolZ20_lag1_gt_0.5 & SOXL_ATRpct_lag1_gt_q50,3,18279.42919126056,8279.429191260559,82.79429191260559,18.12290167605975,24,9.523809523809524,66.66666666666666,16,-19628.07105392413,-196.28071053924126,-21.86831888409809,456.84898253338963
SOXL_RSI14_lag1_lt_45 & SOXL_VolZ20_lag1_gt_0.5 & SOXL_ATRpct_lag1_gt_q60,3,18279.42919126056,8279.429191260559,82.79429191260559,18.12290167605975,24,9.523809523809524,66.66666666666666,16,-19628.07105392413,-196.28071053924126,-21.86831888409809,456.84898253338963
SOXL_RSI14_lag1_lt_45 & SOXS_VolZ20_lag1_gt_0.5,2,18252.44557086821,8252.44557086821,82.5244557086821,15.210740446165508,22,8.73015873015873,68.18181818181817,14,-19655.054674316478,-196.55054674316474,-24.780480113992333,542.540686962322
SOXL_RSI14_lag1_lt_45 & SOXS_VolZ20_lag1_gt_0.5 & SOXL_ATRpct_lag1_gt_q40,3,18252.44557086821,8252.44557086821,82.5244557086821,15.210740446165508,22,8.73015873015873,68.18181818181817,14,-19655.054674316478,-196.55054674316474,-24.780480113992333,542.540686962322
SOXL_RSI14_lag1_lt_45 & SOXS_VolZ20_lag1_gt_0.5 & SOXL_MACD_hist_lag1_lt_0,3,18252.44557086821,8252.44557086821,82.5244557086821,15.210740446165508,22,8.73015873015873,68.18181818181817,14,-19655.054674316478,-196.55054674316474,-24.780480113992333,542.540686962322
SOXL_RSI14_lag1_lt_45 & SOXS_VolZ20_lag1_gt_0.5 & SOXL_Px_lt_EMA20_lag1,3,18252.44557086821,8252.44557086821,82.5244557086821,15.210740446165508,22,8.73015873015873,68.18181818181817,14,-19655.054674316478,-196.55054674316474,-24.780480113992333,542.540686962322
SOXL_Px_lt_EMA20_lag1 & SOXS_ret1_lag1_gt_0.02,2,18145.334445267625,8145.334445267625,81.45334445267625,17.021058553822797,37,14.682539682539684,59.45945945945946,54,-19762.165799917064,-197.6216579991706,-22.970162006335045,478.54452879713796
SOXL_Px_lt_EMA20_lag1 & SOXL_ret1_lag1_lt_-0.01 & SOXS_ret1_lag1_gt_0.02,3,18145.334445267625,8145.334445267625,81.45334445267625,17.021058553822797,37,14.682539682539684,59.45945945945946,54,-19762.165799917064,-197.6216579991706,-22.970162006335045,478.54452879713796
SOXL_Px_lt_EMA20_lag1 & SOXS_ret1_lag1_gt_0.01 & SOXS_ret1_lag1_gt_0.02,3,18145.334445267625,8145.334445267625,81.45334445267625,17.021058553822797,37,14.682539682539684,59.45945945945946,54,-19762.165799917064,-197.6216579991706,-22.970162006335045,478.54452879713796
SOXS_RSI14_lag1_gt_55 & SOXL_VolZ20_lag1_gt_0.5,2,18058.084370145127,8058.084370145127,80.58084370145127,12.174453824011879,23,9.126984126984127,73.91304347826086,20,-19849.41587503956,-198.49415875039557,-27.816766736145965,661.8846715120832
SOXL_RSI14_lag1_lt_45 & SOXS_RSI14_lag1_gt_55 & SOXL_VolZ20_lag1_gt_0.5,3,18058.084370145127,8058.084370145127,80.58084370145127,12.174453824011879,23,9.126984126984127,73.91304347826086,20,-19849.41587503956,-198.49415875039557,-27.816766736145965,661.8846715120832
SOXS_RSI14_lag1_gt_55 & SOXL_VolZ20_lag1_gt_0.5 & SOXL_Px_lt_EMA20_lag1,3,18058.084370145127,8058.084370145127,80.58084370145127,12.174453824011879,23,9.126984126984127,73.91304347826086,20,-19849.41587503956,-198.49415875039557,-27.816766736145965,661.8846715120832
SOXL_VolZ20_lag1_gt_0.5 & SOXL_ATRpct_lag1_gt_q50 & SOXL_MACD_hist_lag1_lt_0,3,17986.376271197496,7986.376271197496,79.86376271197496,27.2323567895077,33,13.095238095238097,60.60606060606061,24,-19921.123973987193,-199.21123973987187,-12.75886377065014,293.2679067378608
