rule,rule_size,final_equity,pnl,return_pct,maxdd_pct,active_days,exposure_pct,win_rate_when_active_pct,switches,delta_pnl_vs_baseline,delta_return_pct_vs_baseline,delta_maxdd_pct_vs_baseline,pnl_per_maxdd
SOXL_RSI14_lag1_lt_40 & SOXL_RSI14_lag1_lt_45 & SOXL_ret1_lag1_lt_-0.01,3,14960.72661563637,4960.726615636369,49.607266156363686,14.200638489427112,24,9.523809523809524,70.83333333333334,32,-22946.77362954832,-229.46773629548315,-25.79058207073073,349.33123741793787
SOXL_RSI14_lag1_lt_40 & SOXL_RSI14_lag1_lt_45 & SOXS_ret1_lag1_gt_0.01,3,14960.72661563637,4960.726615636369,49.607266156363686,14.200638489427112,24,9.523809523809524,70.83333333333334,32,-22946.77362954832,-229.46773629548315,-25.79058207073073,349.33123741793787
SOXL_RSI14_lag1_lt_40 & SOXL_Px_lt_EMA20_lag1 & SOXL_ret1_lag1_lt_-0.01,3,14960.72661563637,4960.726615636369,49.607266156363686,14.200638489427112,24,9.523809523809524,70.83333333333334,32,-22946.77362954832,-229.46773629548315,-25.79058207073073,349.33123741793787
SOXL_RSI14_lag1_lt_40 & SOXL_Px_lt_EMA20_lag1 & SOXS_ret1_lag1_gt_0.01,3,14960.72661563637,4960.726615636369,49.607266156363686,14.200638489427112,24,9.523809523809524,70.83333333333334,32,-22946.77362954832,-229.46773629548315,-25.79058207073073,349.33123741793787
SOXL_RSI14_lag1_lt_40 & SOXL_ret1_lag1_lt_-0.01 & SOXS_ret1_lag1_gt_0.01,3,14960.72661563637,4960.726615636369,49.607266156363686,14.200638489427112,24,9.523809523809524,70.83333333333334,32,-22946.77362954832,-229.46773629548315,-25.79058207073073,349.33123741793787
SOXL_ATRpct_lag1_gt_q60 & SOXL_ret1_lag1_lt_-0.02,2,14863.040105896684,4863.040105896684,48.63040105896683,26.651666166026615,35,13.88888888888889,60.0,54,-23044.460139288007,-230.44460139288,-13.339554394131227,182.4666448845023
SOXL_ATRpct_lag1_gt_q40 & SOXL_ATRpct_lag1_gt_q60 & SOXL_ret1_lag1_lt_-0.02,3,14863.040105896684,4863.040105896684,48.63040105896683,26.651666166026615,35,13.88888888888889,60.0,54,-23044.460139288007,-230.44460139288,-13.339554394131227,182.4666448845023
SOXL_ATRpct_lag1_gt_q50 & SOXL_ATRpct_lag1_gt_q60 & SOXL_ret1_lag1_lt_-0.02,3,14863.040105896684,4863.040105896684,48.63040105896683,26.651666166026615,35,13.88888888888889,60.0,54,-23044.460139288007,-230.44460139288,-13.339554394131227,182.4666448845023
SOXL_ATRpct_lag1_gt_q60 & SOXL_ret1_lag1_lt_-0.01 & SOXL_ret1_lag1_lt_-0.02,3,14863.040105896684,4863.040105896684,48.63040105896683,26.651666166026615,35,13.88888888888889,60.0,54,-23044.460139288007,-230.44460139288,-13.339554394131227,182.4666448845023
SOXL_ATRpct_lag1_gt_q60 & SOXL_ret1_lag1_lt_-0.02 & SOXS_ret1_lag1_gt_0.01,3,14863.040105896684,4863.040105896684,48.63040105896683,26.651666166026615,35,13.88888888888889,60.0,54,-23044.460139288007,-230.44460139288,-13.339554394131227,182.4666448845023
SOXL_ATRpct_lag1_gt_q60 & SOXL_ret1_lag1_lt_-0.02 & SOXS_ret1_lag1_gt_0.02,3,14863.040105896684,4863.040105896684,48.63040105896683,26.651666166026615,35,13.88888888888889,60.0,54,-23044.460139288007,-230.44460139288,-13.339554394131227,182.4666448845023
SOXL_ATRpct_lag1_gt_q50 & SOXL_ret1_lag1_lt_-0.01,2,14747.704280561695,4747.704280561695,47.477042805616954,18.402469298272752,51,20.238095238095237,54.90196078431373,65,-23159.795964622994,-231.5979596462299,-21.58875126188509,257.99278366448965
SOXL_ATRpct_lag1_gt_q40 & SOXL_ATRpct_lag1_gt_q50 & SOXL_ret1_lag1_lt_-0.01,3,14747.704280561695,4747.704280561695,47.477042805616954,18.402469298272752,51,20.238095238095237,54.90196078431373,65,-23159.795964622994,-231.5979596462299,-21.58875126188509,257.99278366448965
SOXL_VolZ20_lag1_gt_0.5 & SOXS_VolZ20_lag1_gt_1.0 & SOXL_ret1_lag1_lt_-0.01,3,14668.264786192949,4668.264786192949,46.68264786192948,16.29606073188443,23,9.126984126984127,60.86956521739131,38,-23239.235458991738,-232.39235458991737,-23.69515982827341,286.4658436783528
SOXL_VolZ20_lag1_gt_0.5 & SOXS_VolZ20_lag1_gt_1.0 & SOXS_ret1_lag1_gt_0.01,3,14668.264786192949,4668.264786192949,46.68264786192948,16.29606073188443,23,9.126984126984127,60.86956521739131,38,-23239.235458991738,-232.39235458991737,-23.69515982827341,286.4658436783528
SOXL_RSI14_lag1_lt_45 & SOXL_ATRpct_lag1_gt_q40 & SOXS_ret1_lag1_gt_0.02,3,14645.783161314355,4645.783161314355,46.45783161314356,19.786175708288624,21,8.333333333333332,66.66666666666666,34,-23261.71708387033,-232.6171708387033,-20.205044851869218,234.79944936343566
SOXL_ATRpct_lag1_gt_q60 & SOXL_MACD_hist_lag1_lt_0 & SOXL_ret1_lag1_lt_-0.01,3,14635.682958627649,4635.682958627649,46.35682958627649,18.98900164548087,32,12.698412698412698,62.5,48,-23271.817286557038,-232.71817286557035,-21.002218914676973,244.12462778057002
SOXL_RSI14_lag1_lt_45 & SOXL_Px_lt_EMA20_lag1 & SOXS_ret1_lag1_gt_0.02,3,14605.480992315104,4605.480992315104,46.054809923151055,17.683038684578285,24,9.523809523809524,62.5,36,-23302.019252869584,-233.0201925286958,-22.308181875579557,260.44624311836355
SOXL_VolZ20_lag1_gt_0.5 & SOXS_VolZ20_lag1_gt_1.0 & SOXL_ret1_lag1_lt_-0.02,3,14517.902328589034,4517.902328589034,45.17902328589034,17.15409882997831,21,8.333333333333332,61.904761904761905,34,-23389.597916595652,-233.8959791659565,-22.837121730179533,263.37159260698667
SOXS_VolZ20_lag1_gt_0.5 & SOXL_ATRpct_lag1_gt_q40 & SOXL_ret1_lag1_lt_-0.03,3,14462.920220202512,4462.920220202512,44.62920220202511,16.839261978595353,29,11.507936507936508,55.172413793103445,50,-23444.580024982177,-234.44580024982173,-23.15195858156249,265.0306305511132
SOXL_VolZ20_lag1_gt_0.5 & SOXL_ATRpct_lag1_gt_q40 & SOXL_ret1_lag1_lt_-0.01,3,14457.328242026646,4457.328242026646,44.57328242026646,19.526832024219605,27,10.714285714285714,59.25925925925925,44,-23450.17200315804,-234.5017200315804,-20.464388535938237,228.26684003314585
SOXL_VolZ20_lag1_gt_0.5 & SOXL_ATRpct_lag1_gt_q40 & SOXS_ret1_lag1_gt_0.01,3,14457.328242026646,4457.328242026646,44.57328242026646,19.526832024219605,27,10.714285714285714,59.25925925925925,44,-23450.17200315804,-234.5017200315804,-20.464388535938237,228.26684003314585
SOXL_RSI14_lag1_lt_45 & SOXL_ret1_lag1_lt_-0.03,2,14406.494949176427,4406.494949176427,44.064949491764274,18.8045304330509,22,8.73015873015873,63.63636363636363,34,-23501.00529600826,-235.01005296008256,-21.186690127106942,234.33155987939793
SOXL_RSI14_lag1_lt_45 & SOXL_Px_lt_EMA20_lag1 & SOXL_ret1_lag1_lt_-0.03,3,14406.494949176427,4406.494949176427,44.064949491764274,18.8045304330509,22,8.73015873015873,63.63636363636363,34,-23501.00529600826,-235.01005296008256,-21.186690127106942,234.33155987939793
SOXL_RSI14_lag1_lt_45 & SOXL_ret1_lag1_lt_-0.01 & SOXL_ret1_lag1_lt_-0.03,3,14406.494949176427,4406.494949176427,44.064949491764274,18.8045304330509,22,8.73015873015873,63.63636363636363,34,-23501.00529600826,-235.01005296008256,-21.186690127106942,234.33155987939793
SOXL_RSI14_lag1_lt_45 & SOXL_ret1_lag1_lt_-0.02 & SOXL_ret1_lag1_lt_-0.03,3,14406.494949176427,4406.494949176427,44.064949491764274,18.8045304330509,22,8.73015873015873,63.63636363636363,34,-23501.00529600826,-235.01005296008256,-21.186690127106942,234.33155987939793
SOXL_RSI14_lag1_lt_45 & SOXL_ret1_lag1_lt_-0.03 & SOXS_ret1_lag1_gt_0.01,3,14406.494949176427,4406.494949176427,44.064949491764274,18.8045304330509,22,8.73015873015873,63.63636363636363,34,-23501.00529600826,-235.01005296008256,-21.186690127106942,234.33155987939793
SOXL_RSI14_lag1_lt_45 & SOXL_ret1_lag1_lt_-0.03 & SOXS_ret1_lag1_gt_0.02,3,14406.494949176427,4406.494949176427,44.064949491764274,18.8045304330509,22,8.73015873015873,63.63636363636363,34,-23501.00529600826,-235.01005296008256,-21.186690127106942,234.33155987939793
SOXL_VolZ20_lag1_gt_0.5 & SOXS_VolZ20_lag1_gt_1.0 & SOXS_ret1_lag1_gt_0.02,3,14312.454682103098,4312.454682103098,43.124546821030975,18.326478629150145,22,8.73015873015873,59.09090909090909,36,-23595.045563081592,-235.95045563081587,-21.664741931007697,235.31278263374045
SOXL_ATRpct_lag1_gt_q50 & SOXL_MACD_hist_lag1_lt_0 & SOXL_ret1_lag1_lt_-0.01,3,14267.034850761143,4267.034850761143,42.67034850761144,15.34594885230092,34,13.492063492063492,61.76470588235294,50,-23640.465394423547,-236.4046539442354,-24.64527170785692,278.0561105624537
SOXL_RSI14_lag1_lt_45 & SOXL_ATRpct_lag1_gt_q40 & SOXL_ret1_lag1_lt_-0.02,3,14232.321836131809,4232.321836131809,42.32321836131809,19.786175708288624,20,7.936507936507936,65.0,32,-23675.17840905288,-236.75178409052876,-20.205044851869218,213.90297440646134
SOXL_RSI14_lag1_lt_45 & SOXL_ATRpct_lag1_gt_q40 & SOXL_ret1_lag1_lt_-0.03,3,14232.321836131809,4232.321836131809,42.32321836131809,19.786175708288624,20,7.936507936507936,65.0,32,-23675.17840905288,-236.75178409052876,-20.205044851869218,213.90297440646134
SOXL_ATRpct_lag1_gt_q50 & SOXL_MACD_hist_lag1_lt_0 & SOXL_ret1_lag1_lt_-0.03,3,14199.426536973437,4199.426536973437,41.994265369734364,26.307706970521938,26,10.317460317460316,61.53846153846154,42,-23708.073708211254,-237.08073708211248,-13.683513589635904,159.62723553515852
SOXS_VolZ20_lag1_gt_1.5 & SOXL_ret1_lag1_lt_-0.02,2,14179.25683056372,4179.25683056372,41.792568305637204,16.29110857955249,20,7.936507936507936,60.0,34,-23728.24341462097,-237.28243414620965,-23.700111980605353,256.53606138315496
SOXS_VolZ20_lag1_gt_1.5 & SOXS_ret1_lag1_gt_0.02,2,14179.25683056372,4179.25683056372,41.792568305637204,16.29110857955249,20,7.936507936507936,60.0,34,-23728.24341462097,-237.28243414620965,-23.700111980605353,256.53606138315496
SOXS_VolZ20_lag1_gt_0.5 & SOXS_VolZ20_lag1_gt_1.5 & SOXL_ret1_lag1_lt_-0.02,3,14179.25683056372,4179.25683056372,41.792568305637204,16.29110857955249,20,7.936507936507936,60.0,34,-23728.24341462097,-237.28243414620965,-23.700111980605353,256.53606138315496
SOXS_VolZ20_lag1_gt_0.5 & SOXS_VolZ20_lag1_gt_1.5 & SOXS_ret1_lag1_gt_0.02,3,14179.25683056372,4179.25683056372,41.792568305637204,16.29110857955249,20,7.936507936507936,60.0,34,-23728.24341462097,-237.28243414620965,-23.700111980605353,256.53606138315496
SOXS_VolZ20_lag1_gt_1.0 & SOXS_VolZ20_lag1_gt_1.5 & SOXL_ret1_lag1_lt_-0.02,3,14179.25683056372,4179.25683056372,41.792568305637204,16.29110857955249,20,7.936507936507936,60.0,34,-23728.24341462097,-237.28243414620965,-23.700111980605353,256.53606138315496
SOXS_VolZ20_lag1_gt_1.0 & SOXS_VolZ20_lag1_gt_1.5 & SOXS_ret1_lag1_gt_0.02,3,14179.25683056372,4179.25683056372,41.792568305637204,16.29110857955249,20,7.936507936507936,60.0,34,-23728.24341462097,-237.28243414620965,-23.700111980605353,256.53606138315496
SOXS_VolZ20_lag1_gt_1.5 & SOXL_ret1_lag1_lt_-0.01 & SOXL_ret1_lag1_lt_-0.02,3,14179.25683056372,4179.25683056372,41.792568305637204,16.29110857955249,20,7.936507936507936,60.0,34,-23728.24341462097,-237.28243414620965,-23.700111980605353,256.53606138315496
SOXS_VolZ20_lag1_gt_1.5 & SOXL_ret1_lag1_lt_-0.01 & SOXS_ret1_lag1_gt_0.02,3,14179.25683056372,4179.25683056372,41.792568305637204,16.29110857955249,20,7.936507936507936,60.0,34,-23728.24341462097,-237.28243414620965,-23.700111980605353,256.53606138315496
SOXS_VolZ20_lag1_gt_1.5 & SOXL_ret1_lag1_lt_-0.02 & SOXS_ret1_lag1_gt_0.01,3,14179.25683056372,4179.25683056372,41.792568305637204,16.29110857955249,20,7.936507936507936,60.0,34,-23728.24341462097,-237.28243414620965,-23.700111980605353,256.53606138315496
SOXS_VolZ20_lag1_gt_1.5 & SOXL_ret1_lag1_lt_-0.02 & SOXS_ret1_lag1_gt_0.02,3,14179.25683056372,4179.25683056372,41.792568305637204,16.29110857955249,20,7.936507936507936,60.0,34,-23728.24341462097,-237.28243414620965,-23.700111980605353,256.53606138315496
SOXS_VolZ20_lag1_gt_1.5 & SOXS_ret1_lag1_gt_0.01 & SOXS_ret1_lag1_gt_0.02,3,14179.25683056372,4179.25683056372,41.792568305637204,16.29110857955249,20,7.936507936507936,60.0,34,-23728.24341462097,-237.28243414620965,-23.700111980605353,256.53606138315496
SOXL_ATRpct_lag1_gt_q60 & SOXS_ret1_lag1_gt_0.02,2,14179.186362205915,4179.186362205915,41.791863622059154,28.501153901030868,38,15.079365079365079,57.89473684210527,58,-23728.31388297877,-237.28313882978767,-11.490066659126974,146.63218116424252
SOXL_ATRpct_lag1_gt_q40 & SOXL_ATRpct_lag1_gt_q60 & SOXS_ret1_lag1_gt_0.02,3,14179.186362205915,4179.186362205915,41.791863622059154,28.501153901030868,38,15.079365079365079,57.89473684210527,58,-23728.31388297877,-237.28313882978767,-11.490066659126974,146.63218116424252
SOXL_ATRpct_lag1_gt_q50 & SOXL_ATRpct_lag1_gt_q60 & SOXS_ret1_lag1_gt_0.02,3,14179.186362205915,4179.186362205915,41.791863622059154,28.501153901030868,38,15.079365079365079,57.89473684210527,58,-23728.31388297877,-237.28313882978767,-11.490066659126974,146.63218116424252
SOXL_ATRpct_lag1_gt_q60 & SOXL_ret1_lag1_lt_-0.01 & SOXS_ret1_lag1_gt_0.02,3,14179.186362205915,4179.186362205915,41.791863622059154,28.501153901030868,38,15.079365079365079,57.89473684210527,58,-23728.31388297877,-237.28313882978767,-11.490066659126974,146.63218116424252
SOXL_ATRpct_lag1_gt_q60 & SOXS_ret1_lag1_gt_0.01 & SOXS_ret1_lag1_gt_0.02,3,14179.186362205915,4179.186362205915,41.791863622059154,28.501153901030868,38,15.079365079365079,57.89473684210527,58,-23728.31388297877,-237.28313882978767,-11.490066659126974,146.63218116424252
SOXL_VolZ20_lag1_gt_0.5 & SOXL_ATRpct_lag1_gt_q40 & SOXL_ret1_lag1_lt_-0.02,3,14106.634854523947,4106.634854523947,41.06634854523947,19.526832024219594,26,10.317460317460316,57.692307692307686,42,-23800.865390660743,-238.00865390660738,-20.464388535938248,210.30727613318894
SOXL_VolZ20_lag1_gt_0.5 & SOXL_ATRpct_lag1_gt_q40 & SOXS_ret1_lag1_gt_0.02,3,14106.634854523947,4106.634854523947,41.06634854523947,19.526832024219594,26,10.317460317460316,57.692307692307686,42,-23800.865390660743,-238.00865390660738,-20.464388535938248,210.30727613318894
SOXL_ATRpct_lag1_gt_q60 & SOXL_MACD_hist_lag1_lt_0 & SOXL_ret1_lag1_lt_-0.02,3,14033.885472484317,4033.885472484317,40.33885472484317,29.479024944288767,26,10.317460317460316,61.53846153846154,40,-23873.61477270037,-238.73614772700367,-10.512195615869075,136.83917565481883
SOXL_ATRpct_lag1_gt_q40 & SOXL_ret1_lag1_lt_-0.01,2,13969.793821056765,3969.7938210567645,39.69793821056764,26.135310472659874,63,25.0,53.96825396825397,85,-23937.706424127922,-239.3770642412792,-13.855910087497968,151.8938841461081
SOXS_VolZ20_lag1_gt_0.5 & SOXL_ATRpct_lag1_gt_q50 & SOXL_ret1_lag1_lt_-0.02,3,13963.952649366332,3963.9526493663325,39.63952649366333,18.684075450822917,28,11.11111111111111,50.0,42,-23943.547595818356,-239.4354759581835,-21.307145109334925,212.15674598401094
SOXS_VolZ20_lag1_gt_0.5 & SOXL_ATRpct_lag1_gt_q50 & SOXS_ret1_lag1_gt_0.02,3,13963.952649366332,3963.9526493663325,39.63952649366333,18.684075450822917,28,11.11111111111111,50.0,42,-23943.547595818356,-239.4354759581835,-21.307145109334925,212.15674598401094
SOXL_RSI14_lag1_lt_45 & SOXL_ATRpct_lag1_gt_q50 & SOXL_ret1_lag1_lt_-0.01,3,13952.911802057051,3952.9118020570513,39.52911802057051,17.84692537623964,21,8.333333333333332,66.66666666666666,30,-23954.588443127635,-239.54588443127633,-22.144295183918203,221.4897927079209
SOXL_RSI14_lag1_lt_45 & SOXL_ATRpct_lag1_gt_q50 & SOXS_ret1_lag1_gt_0.01,3,13952.911802057051,3952.9118020570513,39.52911802057051,17.84692537623964,21,8.333333333333332,66.66666666666666,30,-23954.588443127635,-239.54588443127633,-22.144295183918203,221.4897927079209
SOXL_RSI14_lag1_lt_45 & SOXL_ATRpct_lag1_gt_q60 & SOXL_ret1_lag1_lt_-0.01,3,13952.911802057051,3952.9118020570513,39.52911802057051,17.84692537623964,21,8.333333333333332,66.66666666666666,30,-23954.588443127635,-239.54588443127633,-22.144295183918203,221.4897927079209
SOXL_RSI14_lag1_lt_45 & SOXL_ATRpct_lag1_gt_q60 & SOXS_ret1_lag1_gt_0.01,3,13952.911802057051,3952.9118020570513,39.52911802057051,17.84692537623964,21,8.333333333333332,66.66666666666666,30,-23954.588443127635,-239.54588443127633,-22.144295183918203,221.4897927079209
SOXL_RSI14_lag1_lt_40 & SOXL_ret1_lag1_lt_-0.02,2,13945.636407637454,3945.636407637454,39.45636407637454,17.021058553822783,20,7.936507936507936,70.0,32,-23961.863837547236,-239.6186383754723,-22.97016200633506,231.80910841478175
SOXL_RSI14_lag1_lt_40 & SOXL_RSI14_lag1_lt_45 & SOXL_ret1_lag1_lt_-0.02,3,13945.636407637454,3945.636407637454,39.45636407637454,17.021058553822783,20,7.936507936507936,70.0,32,-23961.863837547236,-239.6186383754723,-22.97016200633506,231.80910841478175
SOXL_RSI14_lag1_lt_40 & SOXL_Px_lt_EMA20_lag1 & SOXL_ret1_lag1_lt_-0.02,3,13945.636407637454,3945.636407637454,39.45636407637454,17.021058553822783,20,7.936507936507936,70.0,32,-23961.863837547236,-239.6186383754723,-22.97016200633506,231.80910841478175
SOXL_RSI14_lag1_lt_40 & SOXL_ret1_lag1_lt_-0.01 & SOXL_ret1_lag1_lt_-0.02,3,13945.636407637454,3945.636407637454,39.45636407637454,17.021058553822783,20,7.936507936507936,70.0,32,-23961.863837547236,-239.6186383754723,-22.97016200633506,231.80910841478175
SOXL_RSI14_lag1_lt_40 & SOXL_ret1_lag1_lt_-0.02 & SOXS_ret1_lag1_gt_0.01,3,13945.636407637454,3945.636407637454,39.45636407637454,17.021058553822783,20,7.936507936507936,70.0,32,-23961.863837547236,-239.6186383754723,-22.97016200633506,231.80910841478175
SOXL_RSI14_lag1_lt_40 & SOXL_ret1_lag1_lt_-0.02 & SOXS_ret1_lag1_gt_0.02,3,13945.636407637454,3945.636407637454,39.45636407637454,17.021058553822783,20,7.936507936507936,70.0,32,-23961.863837547236,-239.6186383754723,-22.97016200633506,231.80910841478175
SOXL_ret1_lag1_lt_-0.02 & SOXS_ret1_lag1_gt_0.02,2,13888.267676814694,3888.267676814694,38.882676768146936,27.824593395933743,59,23.41269841269841,54.23728813559322,92,-24019.232568369996,-240.1923256836999,-12.1666271642241,139.74212027058485
SOXL_ret1_lag1_lt_-0.01 & SOXL_ret1_lag1_lt_-0.02 & SOXS_ret1_lag1_gt_0.02,3,13888.267676814694,3888.267676814694,38.882676768146936,27.824593395933743,59,23.41269841269841,54.23728813559322,92,-24019.232568369996,-240.1923256836999,-12.1666271642241,139.74212027058485
SOXL_ret1_lag1_lt_-0.02 & SOXS_ret1_lag1_gt_0.01 & SOXS_ret1_lag1_gt_0.02,3,13888.267676814694,3888.267676814694,38.882676768146936,27.824593395933743,59,23.41269841269841,54.23728813559322,92,-24019.232568369996,-240.1923256836999,-12.1666271642241,139.74212027058485
SOXL_ATRpct_lag1_gt_q60 & SOXL_MACD_hist_lag1_lt_0 & SOXS_ret1_lag1_gt_0.02,3,13734.498587657947,3734.4985876579467,37.344985876579464,29.479024944288767,28,11.11111111111111,60.71428571428571,44,-24173.001657526744,-241.73001657526737,-10.512195615869075,126.68324663775775
SOXS_VolZ20_lag1_gt_0.5 & SOXL_MACD_hist_lag1_lt_0 & SOXL_ret1_lag1_lt_-0.02,3,13693.196457989032,3693.196457989032,36.93196457989032,25.505345533462737,25,9.920634920634921,56.00000000000001,40,-24214.303787195655,-242.14303787195652,-14.485875026695105,144.80087921740162
SOXS_VolZ20_lag1_gt_1.5 & SOXL_ret1_lag1_lt_-0.01,2,13680.225799548076,3680.225799548076,36.80225799548076,19.237196296976343,23,9.126984126984127,56.52173913043478,40,-24227.274445636613,-242.27274445636607,-20.7540242631815,191.30780508418084
SOXS_VolZ20_lag1_gt_1.5 & SOXS_ret1_lag1_gt_0.01,2,13680.225799548076,3680.225799548076,36.80225799548076,19.237196296976343,23,9.126984126984127,56.52173913043478,40,-24227.274445636613,-242.27274445636607,-20.7540242631815,191.30780508418084
SOXS_VolZ20_lag1_gt_0.5 & SOXS_VolZ20_lag1_gt_1.5 & SOXL_ret1_lag1_lt_-0.01,3,13680.225799548076,3680.225799548076,36.80225799548076,19.237196296976343,23,9.126984126984127,56.52173913043478,40,-24227.274445636613,-242.27274445636607,-20.7540242631815,191.30780508418084
SOXS_VolZ20_lag1_gt_0.5 & SOXS_VolZ20_lag1_gt_1.5 & SOXS_ret1_lag1_gt_0.01,3,13680.225799548076,3680.225799548076,36.80225799548076,19.237196296976343,23,9.126984126984127,56.52173913043478,40,-24227.274445636613,-242.27274445636607,-20.7540242631815,191.30780508418084
SOXS_VolZ20_lag1_gt_1.0 & SOXS_VolZ20_lag1_gt_1.5 & SOXL_ret1_lag1_lt_-0.01,3,13680.225799548076,3680.225799548076,36.80225799548076,19.237196296976343,23,9.126984126984127,56.52173913043478,40,-24227.274445636613,-242.27274445636607,-20.7540242631815,191.30780508418084
SOXS_VolZ20_lag1_gt_1.0 & SOXS_VolZ20_lag1_gt_1.5 & SOXS_ret1_lag1_gt_0.01,3,13680.225799548076,3680.225799548076,36.80225799548076,19.237196296976343,23,9.126984126984127,56.52173913043478,40,-24227.274445636613,-242.27274445636607,-20.7540242631815,191.30780508418084
SOXS_VolZ20_lag1_gt_1.5 & SOXL_ret1_lag1_lt_-0.01 & SOXS_ret1_lag1_gt_0.01,3,13680.225799548076,3680.225799548076,36.80225799548076,19.237196296976343,23,9.126984126984127,56.52173913043478,40,-24227.274445636613,-242.27274445636607,-20.7540242631815,191.30780508418084
SOXL_ATRpct_lag1_gt_q60 & SOXL_Px_lt_EMA20_lag1 & SOXL_ret1_lag1_lt_-0.03,3,13678.005410149439,3678.005410149439,36.780054101494386,17.021058553822797,26,10.317460317460316,61.53846153846154,42,-24229.49483503525,-242.29494835035246,-22.970162006335045,216.08558589462038
SOXL_ATRpct_lag1_gt_q60 & SOXL_ret1_lag1_lt_-0.03,2,13584.2674330938,3584.2674330938007,35.84267433093802,28.550494680905338,34,13.492063492063492,58.82352941176471,54,-24323.232812090886,-243.23232812090882,-11.440725879252504,125.54134256353079
